id,txt,cit,data,cit.1,val,int
onnabia,você acredita em magia?,"Rio de Janeiro, Brasil",24/10/2017 20:08,3,4,4
onnabia,“o que vem de rad não me atinge” ah..,"Rio de Janeiro, Brasil",24/10/2017 19:57,3,3,4
onnabia,my love is driven by rage,"Rio de Janeiro, Brasil",24/10/2017 12:59,3,4,4
onnabia,parabéns para uma das melhores pessoas q já conheci @macdemarcios,"Rio de Janeiro, Brasil",24/10/2017 12:19,3,2,4
onnabia,meu pai eh doido,"Rio de Janeiro, Brasil",24/10/2017 01:20,3,4,4
onnabia,depois de dias me olhei no espelho e consegui gostar,"Rio de Janeiro, Brasil",24/10/2017 00:36,3,4,4
onnabia,qual a pessoa mais louca q cês já gostaram?,"Rio de Janeiro, Brasil",24/10/2017 00:22,3,4,4
onnabia,"bom vou ficar loira de novo eh isto, só esperar ele crescer um pouco mais","Rio de Janeiro, Brasil",24/10/2017 00:18,3,4,4
onnabia,eu fico me torturando vendo foto antiga minha de quando eu tava gostosa,"Rio de Janeiro, Brasil",24/10/2017 00:15,3,4,4
onnabia,beleza onde que eu vejo essa reportagem do buzzfeed sobre os cara que não se limpam,"Rio de Janeiro, Brasil",23/10/2017 23:55,2,4,4
onnabia,eu amo os mini sanduíches da sala vip e hoje tá tendo sopa de molusco aaaa,"Rio de Janeiro, Brasil",23/10/2017 23:35,2,2,4
onnabia,vou tomar um doce amor,"Rio de Janeiro, Brasil",23/10/2017 21:17,2,2,4
onnabia,"oh lord, i’m so depressed","Rio de Janeiro, Brasil",23/10/2017 20:47,2,4,4
onnabia,"cantores, usem melismas com moderação","Rio de Janeiro, Brasil",23/10/2017 18:46,2,4,4
onnabia,AAAA foi só falar que o cara me mandou mensagem que é só eu voltar pra gravar as musicas pra acabar,"Rio de Janeiro, Brasil",23/10/2017 18:31,2,4,4
onnabia,eu quero botar minhas musicas no bandcamp mas só quando elas ficarem prontas,"Rio de Janeiro, Brasil",23/10/2017 18:26,2,2,4
onnabia,“odeio todos os homens menos os quais eu quero dar” caraca odeio principalmente estes,"Rio de Janeiro, Brasil",23/10/2017 18:15,2,4,4
onnabia,eu quero te desonrar. sujar teu nome pra esquecer. que o erro foi te amar demais,"Rio de Janeiro, Brasil",23/10/2017 18:04,2,4,4
onnabia,escuta... ainda dói,"Rio de Janeiro, Brasil",23/10/2017 18:03,2,2,4
onnabia,oi @El_toro_fuerte vamo fazer um feat,"Rio de Janeiro, Brasil",23/10/2017 15:34,2,2,4
onnabia,OI,"Rio de Janeiro, Brasil",23/10/2017 13:54,2,4,4
onnabia,como pode toda vez que a gente viaja pros eua minha mãe volta com mil bagulhos diferentes,"Rio de Janeiro, Brasil",23/10/2017 01:01,2,4,4
onnabia,minha mãe discutiu comigo pq eu disse que o conceito de criança trans é um pouco errado,"Rio de Janeiro, Brasil",23/10/2017 00:55,2,4,4
onnabia,carlos drummond de andrade o cara tinha umas ideia foda,"Rio de Janeiro, Brasil",23/10/2017 00:47,2,2,4
onnabia,“fumei maconha hoje”por favor afaste-se,"Rio de Janeiro, Brasil",23/10/2017 00:39,2,2,4
onnabia,Sem Paciência Para Maconheiro,"Rio de Janeiro, Brasil",23/10/2017 00:38,2,4,4
onnabia,eu quero me apaixonaaaaaar,"Rio de Janeiro, Brasil",23/10/2017 00:35,2,2,4
onnabia,caraca a tl inteira está carente,"Rio de Janeiro, Brasil",23/10/2017 00:32,2,4,4
onnabia,Anna LaVey,"Rio de Janeiro, Brasil",23/10/2017 00:19,2,4,4
onnabia,conheço uma menina que colocou LaVey no sobrenome do facebook. ela não tem 14 anos,"Rio de Janeiro, Brasil",23/10/2017 00:17,2,2,4
onnabia,músico é uma desgraça,"Rio de Janeiro, Brasil",23/10/2017 00:15,2,4,4
onnabia,uma confissão: flertei com ideias liberais por um tempo simplesmente pq gostava de um liberal,"Rio de Janeiro, Brasil",23/10/2017 00:12,2,2,4
onnabia,twitter me deixa mais miserável que álcool,"Rio de Janeiro, Brasil",23/10/2017 00:10,2,2,4
onnabia,onnabia,"Rio de Janeiro, Brasil",22/10/2017 23:55,1,4,4
onnabia,opa,"Rio de Janeiro, Brasil",22/10/2017 23:53,1,4,4
onnabia,EU QUEOR UMA BANDA,"Rio de Janeiro, Brasil",22/10/2017 23:47,1,4,4
onnabia,eu fui falar de imperialismo com as minhas colegas estado unidenses elas só me olharam assim ?,"Rio de Janeiro, Brasil",22/10/2017 23:43,1,4,4
onnabia,graças a deus fui alfabetizada na melhor língua que existe (português,"Rio de Janeiro, Brasil",22/10/2017 23:42,1,6,4
onnabia,comer um shake shack agora,"Rio de Janeiro, Brasil",22/10/2017 22:47,1,4,4
onnabia,lendo sobre glossolalia,"Rio de Janeiro, Brasil",22/10/2017 22:43,1,4,4
onnabia,eu queria ser lo-fi,"Rio de Janeiro, Brasil",22/10/2017 21:55,1,2,4
onnabia,"eu não sei definir meu estilo musical, alguém que já escutou minhas musicas gostaria de me ajudar?","Rio de Janeiro, Brasil",22/10/2017 21:41,1,2,4
onnabia,"música pop é bom, mas tem cada música ruim também q misericórdia","Rio de Janeiro, Brasil",22/10/2017 21:38,1,4,4
onnabia,caraca fui bloqueada,"Rio de Janeiro, Brasil",22/10/2017 21:12,1,4,4
onnabia,CuidadO isso Faz Mal,"Rio de Janeiro, Brasil",22/10/2017 21:05,1,2,4
onnabia,"eu e o william a gente só se vê na Europa agora, amizades chique","Rio de Janeiro, Brasil",22/10/2017 20:53,1,2,4
onnabia,caraca bateu a maior saudade do @nutshellwilliam,"Rio de Janeiro, Brasil",22/10/2017 20:51,1,2,4
onnabia,um menino que eu estudei junto tá fazendo musica né. só que infelizmente eh horrível a música q ele lançou,"Rio de Janeiro, Brasil",22/10/2017 20:44,1,4,4
onnabia,"também, procurem “maconha e espiritualidade” no google É CONVINCENTE TÁ","Rio de Janeiro, Brasil",22/10/2017 20:09,1,4,4
onnabia,bom o meu pensamento funcionava da seguinte maneira quando eu tava surtada eu achava que eu tinha fumado tanta maconha que tinha aberto,"Rio de Janeiro, Brasil",22/10/2017 20:06,1,4,4
onnabia,o que significa sair da matrix,"Rio de Janeiro, Brasil",22/10/2017 20:04,1,2,4
onnabia,libertando-se da matrix reptiliana,"Rio de Janeiro, Brasil",22/10/2017 20:01,1,2,4
onnabia,"na real, eu odeio ter uma mente de dependente, mas eu não me arrependo totalmente de já ter experimentado o que eu já experimentei","Rio de Janeiro, Brasil",22/10/2017 19:54,1,4,4
onnabia,tinha uma época que eu fumava tanta maconha que eu nem existia,"Rio de Janeiro, Brasil",22/10/2017 19:53,1,2,4
onnabia,"não usem drogas, sério","Rio de Janeiro, Brasil",22/10/2017 19:52,1,4,4
onnabia,“pó emagrece” bom depende,"Rio de Janeiro, Brasil",22/10/2017 19:49,1,4,4
onnabia,gostei. vou voltar pro pó,"Rio de Janeiro, Brasil",22/10/2017 19:47,1,5,4
onnabia,?,"Rio de Janeiro, Brasil",22/10/2017 19:37,1,4,4
onnabia,simplesmente chorando no meio do restaurante lendo o caso da tatiane,"Rio de Janeiro, Brasil",22/10/2017 18:19,1,4,4
onnabia,musicas brasileiras boas? quem poderia me recomendar,"Rio de Janeiro, Brasil",22/10/2017 15:35,1,4,4
onnabia,"princesa, por favor volte pra mim","Rio de Janeiro, Brasil",22/10/2017 15:26,1,4,4
onnabia,vento solar etc,"Rio de Janeiro, Brasil",22/10/2017 14:35,1,4,4
onnabia,paixão online,"Rio de Janeiro, Brasil",22/10/2017 14:33,1,4,4
onnabia,lembram quando eu era apaixonada por um @ aqui do site,"Rio de Janeiro, Brasil",22/10/2017 14:32,1,4,4
onnabia,kkkk bateu saudades aqui,"Rio de Janeiro, Brasil",22/10/2017 14:31,1,2,4
onnabia,eu amo maquiagem barata mas eu amo mais maquiagem cara,"Rio de Janeiro, Brasil",22/10/2017 13:47,1,4,4
onnabia,bom dia,"Rio de Janeiro, Brasil",22/10/2017 13:21,1,4,4
onnabia,frustrada,"Rio de Janeiro, Brasil",22/10/2017 01:12,1,4,4
onnabia,silêncio estou compondo,"Rio de Janeiro, Brasil",22/10/2017 00:28,1,4,4
onnabia,que macabro essa história do vampiro de niterói,"Rio de Janeiro, Brasil",21/10/2017 23:50,7,4,4
onnabia,“se você não lida bem com bullying vai odiar áries” ah sim agora signo virou justificativa pra ser BULLY,"Rio de Janeiro, Brasil",21/10/2017 23:45,7,4,4
onnabia,"meu pai não entende muito bem o conceito de ser ignorado no whatsapp, ele tá aqui reclamando que a pessoa não “sabe usar o zap”","Rio de Janeiro, Brasil",21/10/2017 23:22,7,2,4
onnabia,meu tipo de role envolve violão (mas não legião urbana),"Rio de Janeiro, Brasil",21/10/2017 22:06,7,4,4
onnabia,queria transar com sentimento. pena que eu não tenho mais sentimentos,"Rio de Janeiro, Brasil",21/10/2017 22:01,7,2,4
onnabia,esses programas de reformar casa os casais ficam tão felizes né,"Rio de Janeiro, Brasil",21/10/2017 21:55,7,4,4
onnabia,tendo um papo bem hetero com @beatrizbsr,"Rio de Janeiro, Brasil",21/10/2017 21:50,7,2,4
onnabia,caraca minha mãe tomou uma vitamina de guaraná parece que usou pó,"Rio de Janeiro, Brasil",21/10/2017 20:38,7,2,4
onnabia,o homem não te define sua casa não te define sua carne não te define você é seu próprio lar,"Rio de Janeiro, Brasil",21/10/2017 19:00,7,4,4
onnabia,"triste, louca ou má","Rio de Janeiro, Brasil",21/10/2017 19:00,7,2,4
onnabia,olá eu sei que você quer praticar o seu espanhol mas eu falo PORTUGUÊS,"Rio de Janeiro, Brasil",21/10/2017 17:16,7,2,4
onnabia,queria fazer música que nem a Ana Muller,"Rio de Janeiro, Brasil",21/10/2017 17:10,7,2,4
onnabia,minha mãe falou uma parada tipo “vamo cuidar da alimentação que tá precisando” e eu SEI que foi sem intenção nenhuma de ofender. mas ofendeu,"Rio de Janeiro, Brasil",21/10/2017 16:56,7,2,4
onnabia,"quando alguém te ofende sem intenção, você explica que a pessoa acabou te ofendendo e pra ela não repetir isso e aí a pessoa fica ofendida","Rio de Janeiro, Brasil",21/10/2017 16:56,7,4,4
onnabia,eu lembro que quando eu tinha começado a fumar na época da escola todo mundo ficou tipo ?,"Rio de Janeiro, Brasil",21/10/2017 16:31,7,2,4
onnabia,"todo mundo é maconheiro hoje em dia, impressionante","Rio de Janeiro, Brasil",21/10/2017 16:31,7,4,4
onnabia,sonhei que o pc siqueira era meu psiquiatra,"Rio de Janeiro, Brasil",21/10/2017 08:17,7,4,4
onnabia,meu pai deixou de comprar uma blusa pq tinha o número 24 kkkkkkkkk..,"Rio de Janeiro, Brasil",21/10/2017 00:56,7,2,4
onnabia,ubercitou O QUE,"Rio de Janeiro, Brasil",21/10/2017 00:37,7,4,4
onnabia,"quero seguir gente nova, quem eu deveria seguir","Rio de Janeiro, Brasil",21/10/2017 00:27,7,4,4
onnabia,queria morar no publix,"Rio de Janeiro, Brasil",20/10/2017 21:01,6,2,4
onnabia,eu quero voltar pro brasil e gravar minhas musicas logo pra lançar essa porra,"Rio de Janeiro, Brasil",20/10/2017 18:18,6,2,4
onnabia,QUE SAUDADES Q EU TAVA DE ESCUTAR MINHAS PRÓPRIAS MÚSICAS,"Rio de Janeiro, Brasil",20/10/2017 14:04,6,2,4
onnabia,bom diar,"Rio de Janeiro, Brasil",20/10/2017 14:04,6,4,4
onnabia,"caraca queria ter respondido ""não"" pra aquele ""e aí, gozou?""","Rio de Janeiro, Brasil",20/10/2017 00:31,6,4,4
onnabia,homem. sem condições,"Rio de Janeiro, Brasil",20/10/2017 00:27,6,4,4
onnabia,caraca que raiva,"Rio de Janeiro, Brasil",20/10/2017 00:27,6,2,4
onnabia,quantos anos será que tem o adm do iloveputarias,"Rio de Janeiro, Brasil",19/10/2017 23:36,5,4,4
onnabia,caraca acabei de comer o melhor cheesecake do mundo publix eu te amo,"Rio de Janeiro, Brasil",19/10/2017 23:10,5,4,4
onnabia,consegui parar de fumar!! agora espero que pra sempre,"Rio de Janeiro, Brasil",19/10/2017 21:24,5,4,4
onnabia,TÔ LIVRE,"Rio de Janeiro, Brasil",19/10/2017 20:17,5,4,4
onnabia,bom diar,"Rio de Janeiro, Brasil",19/10/2017 12:51,5,4,4
onnabia,oy,"Rio de Janeiro, Brasil",18/10/2017 17:10,4,4,4
onnabia,graças a deus segunda feira que vem estarei no brasil galera,"Rio de Janeiro, Brasil",17/10/2017 23:06,3,6,4
onnabia,vou voltar pra casa eh isto,"Rio de Janeiro, Brasil",17/10/2017 18:24,3,5,4
onnabia,primeiro que eu nem expresso 100% da minha personalidade em inglês,"Rio de Janeiro, Brasil",16/10/2017 23:34,2,4,4
onnabia,simplesmente não aguentando mais Estados Unidos deus me livre meus planos de morar aqui,"Rio de Janeiro, Brasil",16/10/2017 23:32,2,2,4
onnabia,"mas que ranço que eu tô de inglês, valorizem o português e os brasileiros","Rio de Janeiro, Brasil",16/10/2017 19:20,2,4,4
tatazudamouraa,to me sentindo suja!,"Rio de Janeiro, Brasil",26/10/2017 23:56,5,2,4
tatazudamouraa,"odeio surpresas, af","Rio de Janeiro, Brasil",26/10/2017 00:29,5,2,4
tatazudamouraa,só preciso do meu cabelo sequinho,"Rio de Janeiro, Brasil",24/10/2017 22:22,3,2,4
tatazudamouraa,julinha não para,"Rio de Janeiro, Brasil",24/10/2017 22:20,3,4,4
tatazudamouraa,"oh dó, coração devia servir pra bombear o sangue e só","Rio de Janeiro, Brasil",23/10/2017 02:17,2,4,4
tatazudamouraa,"mt bom quando tu erra, e sabe que tem alguém ali pra cuidar de vc","Rio de Janeiro, Brasil",23/10/2017 01:57,2,4,4
tatazudamouraa,fico no tt e esqueço de responder as pessoas no whats,"Rio de Janeiro, Brasil",22/10/2017 02:08,1,2,4
tatazudamouraa,Deus no comando,"Rio de Janeiro, Brasil",21/10/2017 16:12,7,6,4
tatazudamouraa,"nem esquento mais minha cabeça, perda de tempo","Rio de Janeiro, Brasil",20/10/2017 01:41,6,2,4
tatazudamouraa,pagodin dia de semana? claro que tem,"Rio de Janeiro, Brasil",18/10/2017 20:47,4,4,4
tatazudamouraa,"aí, tô tremendo KKKKKKKKKKK","Rio de Janeiro, Brasil",18/10/2017 18:35,4,4,4
tatazudamouraa,"disse que primeiro tem que conquistar pra depois ganhar, ele sabe como lidar","Rio de Janeiro, Brasil",18/10/2017 18:35,4,4,4
tatazudamouraa,peço que passe depressa,"Rio de Janeiro, Brasil",17/10/2017 19:03,3,4,4
lorrainesilva_1,o love bem que podia vir me ver,"Rio de Janeiro, Brasil",27/10/2017 00:06,6,2,4
lorrainesilva_1,"tomei um banho, to me sentindo melhor","Rio de Janeiro, Brasil",26/10/2017 23:54,5,5,4
lorrainesilva_1,fluiu a lasanha?,"Rio de Janeiro, Brasil",26/10/2017 22:12,5,4,4
lorrainesilva_1,essa garota ta me tirando do sério,"Rio de Janeiro, Brasil",26/10/2017 21:47,5,2,4
lorrainesilva_1,acho que nem vou pra rua hoje ?,"Rio de Janeiro, Brasil",26/10/2017 21:30,5,4,4
lorrainesilva_1,não sei como que eu to aguentando fazer as coisas em casa,"Rio de Janeiro, Brasil",26/10/2017 21:26,5,4,4
lorrainesilva_1,passando mal desde a hora que eu acordei?,"Rio de Janeiro, Brasil",26/10/2017 21:24,5,2,4
lorrainesilva_1,fiz um cafezinho,"Rio de Janeiro, Brasil",26/10/2017 19:57,5,4,4
lorrainesilva_1,vou ali no larguinho comprar pão,"Rio de Janeiro, Brasil",26/10/2017 19:16,5,4,4
lorrainesilva_1,acordei agora,"Rio de Janeiro, Brasil",26/10/2017 19:14,5,4,4
lorrainesilva_1,porra muito ruim ficar resfriada,"Rio de Janeiro, Brasil",26/10/2017 15:17,5,2,4
lorrainesilva_1,deitadinha na minha cama?,"Rio de Janeiro, Brasil",26/10/2017 14:43,5,4,4
lorrainesilva_1,minha blusa de escola ta molhada pqp,"Rio de Janeiro, Brasil",26/10/2017 14:25,5,2,4
lorrainesilva_1,amanhã não pode choverrrrrr,"Rio de Janeiro, Brasil",26/10/2017 14:20,5,2,4
lorrainesilva_1,ai to pasaando mal,"Rio de Janeiro, Brasil",26/10/2017 14:07,5,2,4
lorrainesilva_1,to esperando a duda chegar com o meu guarda chuva,"Rio de Janeiro, Brasil",26/10/2017 13:49,5,4,4
lorrainesilva_1,tenho que ir lá no amarelinho nessa chuva?,"Rio de Janeiro, Brasil",26/10/2017 13:47,5,4,4
lorrainesilva_1,acordei com muita dor de cabeça ?,"Rio de Janeiro, Brasil",26/10/2017 13:18,5,2,4
lorrainesilva_1,"Igor vai sair cedo, daqui a pouco vou lá buscar ele","Rio de Janeiro, Brasil",26/10/2017 13:17,5,4,4
lorrainesilva_1,bom dia!,"Rio de Janeiro, Brasil",26/10/2017 11:07,5,4,4
lorrainesilva_1,"to cheia de fome, pqp","Rio de Janeiro, Brasil",26/10/2017 04:53,5,2,4
lorrainesilva_1,"se soubesse que ia ser abandonada teria chamado a Duda pra ir comigo, mas essa hora era já deve ta dormindo","Rio de Janeiro, Brasil",26/10/2017 04:38,5,2,4
lorrainesilva_1,ai queria ficar na rua nova?,"Rio de Janeiro, Brasil",26/10/2017 04:35,5,4,4
lorrainesilva_1,"vou dormir nada, eu hein","Rio de Janeiro, Brasil",26/10/2017 04:05,5,4,4
lorrainesilva_1,vou na rua com a Duda,"Rio de Janeiro, Brasil",26/10/2017 00:03,5,5,4
lorrainesilva_1,hmmmmmmm,"Rio de Janeiro, Brasil",26/10/2017 00:02,5,4,4
lorrainesilva_1,vou jantar,"Rio de Janeiro, Brasil",25/10/2017 23:14,4,5,4
lorrainesilva_1,ganhei vários kit kat ontem do boy e minha mãe ta reclamando pq eu comi tudo e não dei nenhum pra ela,"Rio de Janeiro, Brasil",25/10/2017 23:07,4,2,4
lorrainesilva_1,vai ter pagode aqui na rua hoje de novo,"Rio de Janeiro, Brasil",25/10/2017 22:34,4,4,4
lorrainesilva_1,janta vai demorar 1 ano pra ficar pronto e eu to morrendo de fome?,"Rio de Janeiro, Brasil",25/10/2017 22:28,4,4,4
lorrainesilva_1,cheguei da escola agora ?,"Rio de Janeiro, Brasil",25/10/2017 20:46,4,4,4
lorrainesilva_1,bom diaa,"Rio de Janeiro, Brasil",25/10/2017 09:41,4,4,4
lorrainesilva_1,ai não consigo ver ele triste ?,"Rio de Janeiro, Brasil",25/10/2017 03:25,4,2,4
lorrainesilva_1,caralho nego sem noção cara,"Rio de Janeiro, Brasil",25/10/2017 02:58,4,4,4
lorrainesilva_1,to estressada,"Rio de Janeiro, Brasil",24/10/2017 18:51,3,2,4
lorrainesilva_1,hmmm acho q vou ser titia??,"Rio de Janeiro, Brasil",24/10/2017 13:29,3,5,4
lorrainesilva_1,to arrumando a casa,"Rio de Janeiro, Brasil",24/10/2017 12:53,3,5,4
lorrainesilva_1,sexta é logo ali né ??,"Rio de Janeiro, Brasil",24/10/2017 11:35,3,4,4
lorrainesilva_1,bom dia?,"Rio de Janeiro, Brasil",24/10/2017 09:24,3,4,4
lorrainesilva_1,vou dormir??,"Rio de Janeiro, Brasil",24/10/2017 02:41,3,4,4
lorrainesilva_1,to aqui em cima na Natália,"Rio de Janeiro, Brasil",24/10/2017 01:00,3,2,4
lorrainesilva_1,Bolo que a Rita fez ta gostosinho,"Rio de Janeiro, Brasil",24/10/2017 00:30,3,2,4
lorrainesilva_1,ain queria tanto comer bolo?,"Rio de Janeiro, Brasil",23/10/2017 23:18,2,4,4
lorrainesilva_1,tomei um banho pra ver se esse mau estar passa ?,"Rio de Janeiro, Brasil",23/10/2017 22:56,2,2,4
lorrainesilva_1,resfriado me pegou?,"Rio de Janeiro, Brasil",23/10/2017 22:35,2,4,4
lorrainesilva_1,acho que estou com febre ?,"Rio de Janeiro, Brasil",23/10/2017 20:57,2,4,4
lorrainesilva_1,"tenho que levantar pra fazer comida, mas se eu fico em pé me da tontura","Rio de Janeiro, Brasil",23/10/2017 20:49,2,2,4
lorrainesilva_1,acordei passando mal?,"Rio de Janeiro, Brasil",23/10/2017 20:39,2,2,4
lorrainesilva_1,1kilo - modo avião,"Rio de Janeiro, Brasil",23/10/2017 16:07,2,4,4
lorrainesilva_1,vou almoçar agora,"Rio de Janeiro, Brasil",23/10/2017 15:45,2,4,4
lorrainesilva_1,Nosso sentimento - O amor venceu,"Rio de Janeiro, Brasil",23/10/2017 14:28,2,2,4
lorrainesilva_1,pagodes antigos são os melhores,"Rio de Janeiro, Brasil",23/10/2017 14:26,2,4,4
lorrainesilva_1,"Fica, dói demais a despedida. Vamos achar uma saída, pra não mais brigar, tentar resolver ?","Rio de Janeiro, Brasil",23/10/2017 14:24,2,4,4
lorrainesilva_1,"Fica, não vê que estão fazendo intrigas pra separar as nossas vidas. Eu vou te provar, proucura entender, eu amo você?","Rio de Janeiro, Brasil",23/10/2017 14:23,2,4,4
lorrainesilva_1,Quando chove o amarelinho fica parecendo até o piscinão de ramos,"Rio de Janeiro, Brasil",23/10/2017 14:13,2,4,4
lorrainesilva_1,fui lá em cima na clínica da família levar o Igor no médico,"Rio de Janeiro, Brasil",23/10/2017 14:12,2,2,4
lorrainesilva_1,minha perna ainda ta doendo?,"Rio de Janeiro, Brasil",23/10/2017 12:39,2,2,4
lorrainesilva_1,dor de cabeça do crl,"Rio de Janeiro, Brasil",23/10/2017 12:24,2,2,4
lorrainesilva_1,vou tomar café,"Rio de Janeiro, Brasil",23/10/2017 12:17,2,2,4
lorrainesilva_1,fiquei no vácuo mané ?,"Rio de Janeiro, Brasil",23/10/2017 12:08,2,3,4
lorrainesilva_1,vou leva meu irmão no médico,"Rio de Janeiro, Brasil",23/10/2017 12:02,2,4,4
lorrainesilva_1,bom dia!?,"Rio de Janeiro, Brasil",23/10/2017 09:24,2,4,4
lorrainesilva_1,vou dormir,"Rio de Janeiro, Brasil",23/10/2017 01:45,2,4,4
lorrainesilva_1,sono??,"Rio de Janeiro, Brasil",23/10/2017 01:24,2,3,4
