id,txt,cit,data,cit.1,val,int
onnabia,te faço um café.. e até um cafuné,"Rio de Janeiro, Brasil",10/25/17 20:50,4,3,4
onnabia,blz que entre bolsonaro e lula eu voto no lula mas vcs fica endeusando o cara eu não entendo,"Rio de Janeiro, Brasil",10/25/17 20:11,4,4,4
onnabia,"esse @temerpoeta tem um vocabulário extenso, será que é poeta de verdade","Rio de Janeiro, Brasil",10/25/17 20:09,4,5,4
onnabia,lembra quando a moda no twitter era bukowski,"Rio de Janeiro, Brasil",10/25/17 19:59,4,5,4
onnabia,queria apagar a luz com a força do pensamento,"Rio de Janeiro, Brasil",10/25/17 17:26,4,2,4
onnabia,geração mimimi,"Rio de Janeiro, Brasil",10/25/17 15:43,4,5,4
onnabia,“entre casal não tem isso de privacidade” vcs são loucos,"Rio de Janeiro, Brasil",10/25/17 15:38,4,5,4
onnabia,bom diaaa,"Rio de Janeiro, Brasil",10/25/17 12:49,4,5,4
onnabia,maria olha o fb vamo rachar macho,"Rio de Janeiro, Brasil",10/25/17 01:27,4,5,4
onnabia,antes de ir pra clínica eu me declarei kkkkkkkkkkkk otaria,"Rio de Janeiro, Brasil",10/25/17 01:15,4,4,4
onnabia,vou chamar no whatsapp pq eu sou otaria,"Rio de Janeiro, Brasil",10/25/17 01:14,4,5,4
onnabia,está quase toda a minha tl falando de harry styles,"Rio de Janeiro, Brasil",10/25/17 00:16,4,4,4
onnabia,pessoas q tem útero,"Rio de Janeiro, Brasil",10/24/17 23:27,3,2,4
onnabia,a única pessoa que fala comigo no whatsapp eh o coxinha do chef trade_mark ,"Rio de Janeiro, Brasil",10/24/17 21:23,3,5,4
onnabia,você acredita em magia?,"Rio de Janeiro, Brasil",10/24/17 20:08,3,5,4
onnabia,“o que vem de rad não me atinge” ah..,"Rio de Janeiro, Brasil",10/24/17 19:57,3,3,4
onnabia,my love is driven by rage,"Rio de Janeiro, Brasil",10/24/17 12:59,3,5,4
onnabia,parabéns para uma das melhores pessoas q já conheci @macdemarcios,"Rio de Janeiro, Brasil",10/24/17 12:19,3,2,4
onnabia,meu pai eh doido,"Rio de Janeiro, Brasil",10/24/17 01:20,3,5,4
onnabia,depois de dias me olhei no espelho e consegui gostar,"Rio de Janeiro, Brasil",10/24/17 00:36,3,4,4
onnabia,qual a pessoa mais louca q cês já gostaram?,"Rio de Janeiro, Brasil",10/24/17 00:22,3,2,4
onnabia,"bom vou ficar loira de novo eh isto, só esperar ele crescer um pouco mais","Rio de Janeiro, Brasil",10/24/17 00:18,3,5,4
onnabia,eu fico me torturando vendo foto antiga minha de quando eu tava gostosa,"Rio de Janeiro, Brasil",10/24/17 00:15,3,5,4
onnabia,beleza onde que eu vejo essa reportagem do buzzfeed sobre os cara que não se limpam,"Rio de Janeiro, Brasil",10/23/17 23:55,2,4,4
onnabia,eu amo os mini sanduíches da sala vip e hoje tá tendo sopa de molusco aaaa,"Rio de Janeiro, Brasil",10/23/17 23:35,2,6,4
onnabia,vou tomar um doce amor,"Rio de Janeiro, Brasil",10/23/17 21:17,2,5,4
onnabia,"oh lord, i’m so depressed","Rio de Janeiro, Brasil",10/23/17 20:47,2,5,4
onnabia,"cantores, usem melismas com moderação","Rio de Janeiro, Brasil",10/23/17 18:46,2,5,4
onnabia,aaaa foi só falar que o cara me mandou mensagem que é só eu voltar pra gravar as musicas pra acabar,"Rio de Janeiro, Brasil",10/23/17 18:31,2,4,4
onnabia,eu quero botar minhas musicas no bandcamp mas só quando elas ficarem prontas,"Rio de Janeiro, Brasil",10/23/17 18:26,2,3,4
onnabia,“odeio todos os homens menos os quais eu quero dar” caraca odeio principalmente estes,"Rio de Janeiro, Brasil",10/23/17 18:15,2,3,4
onnabia,eu quero te desonrar. sujar teu nome pra esquecer. que o erro foi te amar demais,"Rio de Janeiro, Brasil",10/23/17 18:04,2,5,4
onnabia,escuta... ainda dói,"Rio de Janeiro, Brasil",10/23/17 18:03,2,6,4
onnabia,oi @el_toro_fuerte vamo fazer um feat,"Rio de Janeiro, Brasil",10/23/17 15:34,2,4,4
onnabia,oi,"Rio de Janeiro, Brasil",10/23/17 13:54,2,5,4
onnabia,como pode toda vez que a gente viaja pros eua minha mãe volta com mil bagulhos diferentes,"Rio de Janeiro, Brasil",10/23/17 01:01,2,6,4
onnabia,minha mãe discutiu comigo pq eu disse que o conceito de criança trans é um pouco errado,"Rio de Janeiro, Brasil",10/23/17 00:55,2,5,4
onnabia,carlos drummond de andrade o cara tinha umas ideia foda,"Rio de Janeiro, Brasil",10/23/17 00:47,2,4,4
onnabia,“fumei maconha hoje”por favor afaste-se,"Rio de Janeiro, Brasil",10/23/17 00:39,2,4,4
onnabia,sem paciência para maconheiro,"Rio de Janeiro, Brasil",10/23/17 00:38,2,3,4
onnabia,eu quero me apaixonaaaaaar,"Rio de Janeiro, Brasil",10/23/17 00:35,2,3,4
onnabia,caraca a tl inteira está carente,"Rio de Janeiro, Brasil",10/23/17 00:32,2,5,4
onnabia,anna lavey,"Rio de Janeiro, Brasil",10/23/17 00:19,2,5,4
onnabia,conheço uma menina que colocou lavey no sobrenome do facebook. ela não tem 14 anos,"Rio de Janeiro, Brasil",10/23/17 00:17,2,5,4
onnabia,músico é uma desgraça,"Rio de Janeiro, Brasil",10/23/17 00:15,2,5,4
onnabia,uma confissão  flertei com ideias liberais por um tempo simplesmente pq gostava de um liberal,"Rio de Janeiro, Brasil",10/23/17 00:12,2,2,4
onnabia,twitter me deixa mais miserável que álcool,"Rio de Janeiro, Brasil",10/23/17 00:10,2,5,4
onnabia,onnabia,"Rio de Janeiro, Brasil",10/22/17 23:55,1,5,4
onnabia,opa,"Rio de Janeiro, Brasil",10/22/17 23:53,1,5,4
onnabia,eu queor uma banda,"Rio de Janeiro, Brasil",10/22/17 23:47,1,5,4
onnabia,eu fui falar de imperialismo com as minhas colegas estado unidenses elas só me olharam assim  neutral_face ,"Rio de Janeiro, Brasil",10/22/17 23:43,1,3,4
onnabia,graças a deus fui alfabetizada na melhor língua que existe (português,"Rio de Janeiro, Brasil",10/22/17 23:42,1,4,4
onnabia,comer um shake shack agora,"Rio de Janeiro, Brasil",10/22/17 22:47,1,4,4
onnabia,lendo sobre glossolalia,"Rio de Janeiro, Brasil",10/22/17 22:43,1,5,4
onnabia,eu queria ser lo-fi,"Rio de Janeiro, Brasil",10/22/17 21:55,1,2,4
onnabia,"eu não sei definir meu estilo musical, alguém que já escutou minhas musicas gostaria de me ajudar?","Rio de Janeiro, Brasil",10/22/17 21:41,1,5,4
onnabia,"música pop é bom, mas tem cada música ruim também q misericórdia","Rio de Janeiro, Brasil",10/22/17 21:38,1,5,4
onnabia,caraca fui bloqueada,"Rio de Janeiro, Brasil",10/22/17 21:12,1,5,4
onnabia,cuidado isso faz mal,"Rio de Janeiro, Brasil",10/22/17 21:05,1,2,4
onnabia,"eu e o william a gente só se vê na europa agora, amizades chique","Rio de Janeiro, Brasil",10/22/17 20:53,1,2,4
onnabia,caraca bateu a maior saudade do @nutshellwilliam,"Rio de Janeiro, Brasil",10/22/17 20:51,1,5,4
onnabia,um menino que eu estudei junto tá fazendo musica né. só que infelizmente eh horrível a música q ele lançou,"Rio de Janeiro, Brasil",10/22/17 20:44,1,6,4
onnabia,"também, procurem “maconha e espiritualidade” no google é convincente tá","Rio de Janeiro, Brasil",10/22/17 20:09,1,2,4
onnabia,bom o meu pensamento funcionava da seguinte maneira quando eu tava surtada eu achava que eu tinha fumado tanta maconha que tinha aberto,"Rio de Janeiro, Brasil",10/22/17 20:06,1,5,4
onnabia,o que significa sair da matrix,"Rio de Janeiro, Brasil",10/22/17 20:04,1,4,4
onnabia,libertando-se da matrix reptiliana,"Rio de Janeiro, Brasil",10/22/17 20:01,1,5,4
onnabia,"na real, eu odeio ter uma mente de dependente, mas eu não me arrependo totalmente de já ter experimentado o que eu já experimentei","Rio de Janeiro, Brasil",10/22/17 19:54,1,2,4
onnabia,tinha uma época que eu fumava tanta maconha que eu nem existia,"Rio de Janeiro, Brasil",10/22/17 19:53,1,5,4
onnabia,"não usem drogas, sério","Rio de Janeiro, Brasil",10/22/17 19:52,1,6,4
onnabia,“pó emagrece” bom depende,"Rio de Janeiro, Brasil",10/22/17 19:49,1,5,4
onnabia,gostei. vou voltar pro pó,"Rio de Janeiro, Brasil",10/22/17 19:47,1,5,4
onnabia, waving_hand ,"Rio de Janeiro, Brasil",10/22/17 19:37,1,5,4
onnabia,simplesmente chorando no meio do restaurante lendo o caso da tatiane,"Rio de Janeiro, Brasil",10/22/17 18:19,1,4,4
onnabia,musicas brasileiras boas? quem poderia me recomendar,"Rio de Janeiro, Brasil",10/22/17 15:35,1,5,4
onnabia,"princesa, por favor volte pra mim","Rio de Janeiro, Brasil",10/22/17 15:26,1,6,4
onnabia,vento solar etc,"Rio de Janeiro, Brasil",10/22/17 14:35,1,5,4
onnabia,paixão online,"Rio de Janeiro, Brasil",10/22/17 14:33,1,5,4
onnabia,lembram quando eu era apaixonada por um @ aqui do site,"Rio de Janeiro, Brasil",10/22/17 14:32,1,4,4
onnabia,kkkk bateu saudades aqui,"Rio de Janeiro, Brasil",10/22/17 14:31,1,5,4
onnabia,eu amo maquiagem barata mas eu amo mais maquiagem cara,"Rio de Janeiro, Brasil",10/22/17 13:47,1,6,4
onnabia,bom dia,"Rio de Janeiro, Brasil",10/22/17 13:21,1,5,4
onnabia,frustrada,"Rio de Janeiro, Brasil",10/22/17 01:12,1,5,4
onnabia,silêncio estou compondo,"Rio de Janeiro, Brasil",10/22/17 00:28,1,5,4
onnabia,que macabro essa história do vampiro de niterói,"Rio de Janeiro, Brasil",10/21/17 23:50,7,5,4
onnabia,“se você não lida bem com bullying vai odiar áries” ah sim agora signo virou justificativa pra ser bully,"Rio de Janeiro, Brasil",10/21/17 23:45,7,6,4
onnabia,"meu pai não entende muito bem o conceito de ser ignorado no whatsapp, ele tá aqui reclamando que a pessoa não “sabe usar o zap”","Rio de Janeiro, Brasil",10/21/17 23:22,7,2,4
onnabia,meu tipo de role envolve violão (mas não legião urbana),"Rio de Janeiro, Brasil",10/21/17 22:06,7,5,4
onnabia,queria transar com sentimento. pena que eu não tenho mais sentimentos,"Rio de Janeiro, Brasil",10/21/17 22:01,7,5,4
onnabia,esses programas de reformar casa os casais ficam tão felizes né,"Rio de Janeiro, Brasil",10/21/17 21:55,7,3,4
onnabia,tendo um papo bem hetero com @beatrizbsr,"Rio de Janeiro, Brasil",10/21/17 21:50,7,5,4
onnabia,caraca minha mãe tomou uma vitamina de guaraná parece que usou pó,"Rio de Janeiro, Brasil",10/21/17 20:38,7,6,4
onnabia,o homem não te define sua casa não te define sua carne não te define você é seu próprio lar,"Rio de Janeiro, Brasil",10/21/17 19:00,7,5,4
onnabia,"triste, louca ou má","Rio de Janeiro, Brasil",10/21/17 19:00,7,2,4
onnabia,olá eu sei que você quer praticar o seu espanhol mas eu falo português,"Rio de Janeiro, Brasil",10/21/17 17:16,7,5,4
onnabia,queria fazer música que nem a ana muller,"Rio de Janeiro, Brasil",10/21/17 17:10,7,5,4
onnabia,minha mãe falou uma parada tipo “vamo cuidar da alimentação que tá precisando” e eu sei que foi sem intenção nenhuma de ofender. mas ofendeu,"Rio de Janeiro, Brasil",10/21/17 16:56,7,2,4
onnabia,"quando alguém te ofende sem intenção, você explica que a pessoa acabou te ofendendo e pra ela não repetir isso e aí a pessoa fica ofendida","Rio de Janeiro, Brasil",10/21/17 16:56,7,2,4
onnabia,eu lembro que quando eu tinha começado a fumar na época da escola todo mundo ficou tipo  astonished_face ,"Rio de Janeiro, Brasil",10/21/17 16:31,7,5,4
onnabia,"todo mundo é maconheiro hoje em dia, impressionante","Rio de Janeiro, Brasil",10/21/17 16:31,7,5,4
onnabia,sonhei que o pc siqueira era meu psiquiatra,"Rio de Janeiro, Brasil",10/21/17 08:17,7,5,4
onnabia,meu pai deixou de comprar uma blusa pq tinha o número 24 kkkkkkkkk..,"Rio de Janeiro, Brasil",10/21/17 00:56,7,5,4
onnabia,ubercitou o que,"Rio de Janeiro, Brasil",10/21/17 00:37,7,5,4
onnabia,"quero seguir gente nova, quem eu deveria seguir","Rio de Janeiro, Brasil",10/21/17 00:27,7,3,4
onnabia,queria morar no publix,"Rio de Janeiro, Brasil",10/20/17 21:01,6,2,4
onnabia,eu quero voltar pro brasil e gravar minhas musicas logo pra lançar essa porra,"Rio de Janeiro, Brasil",10/20/17 18:18,6,3,4
onnabia,que saudades q eu tava de escutar minhas próprias músicas,"Rio de Janeiro, Brasil",10/20/17 14:04,6,5,4
onnabia,bom diar,"Rio de Janeiro, Brasil",10/20/17 14:04,6,5,4
onnabia,"caraca queria ter respondido ""não"" pra aquele ""e aí, gozou?""","Rio de Janeiro, Brasil",10/20/17 00:31,6,2,4
onnabia,homem. sem condições,"Rio de Janeiro, Brasil",10/20/17 00:27,6,5,4
onnabia,caraca que raiva,"Rio de Janeiro, Brasil",10/20/17 00:27,6,2,4
onnabia,quantos anos será que tem o adm do iloveputarias,"Rio de Janeiro, Brasil",10/19/17 23:36,5,5,4
onnabia,caraca acabei de comer o melhor cheesecake do mundo publix eu te amo,"Rio de Janeiro, Brasil",10/19/17 23:10,5,5,4
onnabia,consegui parar de fumar!! agora espero que pra sempre,"Rio de Janeiro, Brasil",10/19/17 21:24,5,6,4
onnabia,tô livre,"Rio de Janeiro, Brasil",10/19/17 20:17,5,4,4
onnabia,bom diar,"Rio de Janeiro, Brasil",10/19/17 12:51,5,5,4
onnabia,oy,"Rio de Janeiro, Brasil",10/18/17 17:10,4,5,4
onnabia,graças a deus segunda feira que vem estarei no brasil galera,"Rio de Janeiro, Brasil",10/17/17 23:06,3,6,4
onnabia,vou voltar pra casa eh isto,"Rio de Janeiro, Brasil",10/17/17 18:24,3,5,4
onnabia,primeiro que eu nem expresso 100% da minha personalidade em inglês,"Rio de Janeiro, Brasil",10/16/17 23:34,2,5,4
onnabia,simplesmente não aguentando mais estados unidos deus me livre meus planos de morar aqui,"Rio de Janeiro, Brasil",10/16/17 23:32,2,6,4
onnabia,"mas que ranço que eu tô de inglês, valorizem o português e os brasileiros","Rio de Janeiro, Brasil",10/16/17 19:20,2,4,4
tatazudamouraa,to me sentindo suja!,"Rio de Janeiro, Brasil",10/26/17 23:56,5,5,4
tatazudamouraa,"odeio surpresas, af","Rio de Janeiro, Brasil",10/26/17 00:29,5,3,4
tatazudamouraa,só preciso do meu cabelo sequinho,"Rio de Janeiro, Brasil",10/24/17 22:22,3,3,4
tatazudamouraa,julinha não para,"Rio de Janeiro, Brasil",10/24/17 22:20,3,5,4
tatazudamouraa,"oh dó, coração devia servir pra bombear o sangue e só","Rio de Janeiro, Brasil",10/23/17 02:17,2,6,4
tatazudamouraa,"mt bom quando tu erra, e sabe que tem alguém ali pra cuidar de vc","Rio de Janeiro, Brasil",10/23/17 01:57,2,5,4
tatazudamouraa,fico no tt e esqueço de responder as pessoas no whats,"Rio de Janeiro, Brasil",10/22/17 02:08,1,2,4
tatazudamouraa,deus no comando,"Rio de Janeiro, Brasil",10/21/17 16:12,7,6,4
tatazudamouraa,"nem esquento mais minha cabeça, perda de tempo","Rio de Janeiro, Brasil",10/20/17 01:41,6,2,4
tatazudamouraa,pagodin dia de semana? claro que tem,"Rio de Janeiro, Brasil",10/18/17 20:47,4,5,4
tatazudamouraa,"aí, tô tremendo kkkkkkkkkkk","Rio de Janeiro, Brasil",10/18/17 18:35,4,2,4
tatazudamouraa,"disse que primeiro tem que conquistar pra depois ganhar, ele sabe como lidar","Rio de Janeiro, Brasil",10/18/17 18:35,4,5,4
tatazudamouraa,peço que passe depressa,"Rio de Janeiro, Brasil",10/17/17 19:03,3,4,4
lorrainesilva_1,o love bem que podia vir me ver,"Rio de Janeiro, Brasil",10/27/17 00:06,6,5,4
lorrainesilva_1,"tomei um banho, to me sentindo melhor","Rio de Janeiro, Brasil",10/26/17 23:54,5,5,4
lorrainesilva_1,fluiu a lasanha face_with_stuck-out_tongue_&_closed_eyes ,"Rio de Janeiro, Brasil",10/26/17 22:12,5,5,4
lorrainesilva_1,essa garota ta me tirando do sério,"Rio de Janeiro, Brasil",10/26/17 21:47,5,3,4
lorrainesilva_1,acho que nem vou pra rua hoje  face_with_medical_mask ,"Rio de Janeiro, Brasil",10/26/17 21:30,5,5,4
lorrainesilva_1,não sei como que eu to aguentando fazer as coisas em casa,"Rio de Janeiro, Brasil",10/26/17 21:26,5,5,4
lorrainesilva_1,passando mal desde a hora que eu acordei face_with_medical_mask ,"Rio de Janeiro, Brasil",10/26/17 21:24,5,2,4
lorrainesilva_1,fiz um cafezinho,"Rio de Janeiro, Brasil",10/26/17 19:57,5,3,4
lorrainesilva_1,vou ali no larguinho comprar pão,"Rio de Janeiro, Brasil",10/26/17 19:16,5,5,4
lorrainesilva_1,acordei agora,"Rio de Janeiro, Brasil",10/26/17 19:14,5,4,4
lorrainesilva_1,porra muito ruim ficar resfriada,"Rio de Janeiro, Brasil",10/26/17 15:17,5,2,4
lorrainesilva_1,deitadinha na minha cama red_heart ,"Rio de Janeiro, Brasil",10/26/17 14:43,5,5,4
lorrainesilva_1,minha blusa de escola ta molhada pqp,"Rio de Janeiro, Brasil",10/26/17 14:25,5,5,4
lorrainesilva_1,amanhã não pode choverrrrrr,"Rio de Janeiro, Brasil",10/26/17 14:20,5,4,4
lorrainesilva_1,ai to pasaando mal,"Rio de Janeiro, Brasil",10/26/17 14:07,5,5,4
lorrainesilva_1,to esperando a duda chegar com o meu guarda chuva,"Rio de Janeiro, Brasil",10/26/17 13:49,5,4,4
lorrainesilva_1,tenho que ir lá no amarelinho nessa chuva weary_face ,"Rio de Janeiro, Brasil",10/26/17 13:47,5,4,4
lorrainesilva_1,acordei com muita dor de cabeça  persevering_face ,"Rio de Janeiro, Brasil",10/26/17 13:18,5,2,4
lorrainesilva_1,"igor vai sair cedo, daqui a pouco vou lá buscar ele","Rio de Janeiro, Brasil",10/26/17 13:17,5,5,4
lorrainesilva_1,bom dia!,"Rio de Janeiro, Brasil",10/26/17 11:07,5,5,4
lorrainesilva_1,"to cheia de fome, pqp","Rio de Janeiro, Brasil",10/26/17 04:53,5,3,4
lorrainesilva_1,"se soubesse que ia ser abandonada teria chamado a duda pra ir comigo, mas essa hora era já deve ta dormindo","Rio de Janeiro, Brasil",10/26/17 04:38,5,4,4
lorrainesilva_1,ai queria ficar na rua nova pensive_face ,"Rio de Janeiro, Brasil",10/26/17 04:35,5,2,4
lorrainesilva_1,"vou dormir nada, eu hein","Rio de Janeiro, Brasil",10/26/17 04:05,5,3,4
lorrainesilva_1,vou na rua com a duda,"Rio de Janeiro, Brasil",10/26/17 00:03,5,5,4
lorrainesilva_1,hmmmmmmm,"Rio de Janeiro, Brasil",10/26/17 00:02,5,5,4
lorrainesilva_1,vou jantar,"Rio de Janeiro, Brasil",10/25/17 23:14,4,5,4
lorrainesilva_1,ganhei vários kit kat ontem do boy e minha mãe ta reclamando pq eu comi tudo e não dei nenhum pra ela,"Rio de Janeiro, Brasil",10/25/17 23:07,4,6,4
lorrainesilva_1,vai ter pagode aqui na rua hoje de novo,"Rio de Janeiro, Brasil",10/25/17 22:34,4,5,4
lorrainesilva_1,janta vai demorar 1 ano pra ficar pronto e eu to morrendo de fome persevering_face ,"Rio de Janeiro, Brasil",10/25/17 22:28,4,3,4
lorrainesilva_1,cheguei da escola agora  weary_face ,"Rio de Janeiro, Brasil",10/25/17 20:46,4,4,4
lorrainesilva_1,bom diaa,"Rio de Janeiro, Brasil",10/25/17 09:41,4,5,4
lorrainesilva_1,ai não consigo ver ele triste  broken_heart ,"Rio de Janeiro, Brasil",10/25/17 03:25,4,2,4
lorrainesilva_1,caralho nego sem noção cara,"Rio de Janeiro, Brasil",10/25/17 02:58,4,4,4
lorrainesilva_1,to estressada,"Rio de Janeiro, Brasil",10/24/17 18:51,3,5,4
lorrainesilva_1,hmmm acho q vou ser titia smiling_face_with_heart-eyes  baby ,"Rio de Janeiro, Brasil",10/24/17 13:29,3,5,4
lorrainesilva_1,to arrumando a casa,"Rio de Janeiro, Brasil",10/24/17 12:53,3,5,4
lorrainesilva_1,sexta é logo ali né  face_with_rolling_eyes  red_heart ,"Rio de Janeiro, Brasil",10/24/17 11:35,3,5,4
lorrainesilva_1,bom dia sleeping_face ,"Rio de Janeiro, Brasil",10/24/17 09:24,3,5,4
lorrainesilva_1,vou dormir sleeping_face  sleeping_face ,"Rio de Janeiro, Brasil",10/24/17 02:41,3,3,4
lorrainesilva_1,to aqui em cima na natália,"Rio de Janeiro, Brasil",10/24/17 01:00,3,5,4
lorrainesilva_1,bolo que a rita fez ta gostosinho,"Rio de Janeiro, Brasil",10/24/17 00:30,3,5,4
lorrainesilva_1,ain queria tanto comer bolo pensive_face ,"Rio de Janeiro, Brasil",10/23/17 23:18,2,2,4
lorrainesilva_1,tomei um banho pra ver se esse mau estar passa  face_with_medical_mask ,"Rio de Janeiro, Brasil",10/23/17 22:56,2,3,4
lorrainesilva_1,resfriado me pegou face_with_medical_mask ,"Rio de Janeiro, Brasil",10/23/17 22:35,2,2,4
lorrainesilva_1,acho que estou com febre  persevering_face ,"Rio de Janeiro, Brasil",10/23/17 20:57,2,5,4
lorrainesilva_1,"tenho que levantar pra fazer comida, mas se eu fico em pé me da tontura","Rio de Janeiro, Brasil",10/23/17 20:49,2,5,4
lorrainesilva_1,acordei passando mal anguished_face ,"Rio de Janeiro, Brasil",10/23/17 20:39,2,5,4
lorrainesilva_1,1kilo - modo avião,"Rio de Janeiro, Brasil",10/23/17 16:07,2,5,4
lorrainesilva_1,vou almoçar agora,"Rio de Janeiro, Brasil",10/23/17 15:45,2,5,4
lorrainesilva_1,nosso sentimento - o amor venceu,"Rio de Janeiro, Brasil",10/23/17 14:28,2,5,4
lorrainesilva_1,pagodes antigos são os melhores,"Rio de Janeiro, Brasil",10/23/17 14:26,2,5,4
lorrainesilva_1,"fica, dói demais a despedida. vamos achar uma saída, pra não mais brigar, tentar resolver  musical_notes ","Rio de Janeiro, Brasil",10/23/17 14:24,2,4,4
lorrainesilva_1,"fica, não vê que estão fazendo intrigas pra separar as nossas vidas. eu vou te provar, proucura entender, eu amo você musical_notes ","Rio de Janeiro, Brasil",10/23/17 14:23,2,5,4
lorrainesilva_1,quando chove o amarelinho fica parecendo até o piscinão de ramos,"Rio de Janeiro, Brasil",10/23/17 14:13,2,5,4
lorrainesilva_1,fui lá em cima na clínica da família levar o igor no médico,"Rio de Janeiro, Brasil",10/23/17 14:12,2,5,4
lorrainesilva_1,minha perna ainda ta doendo face_with_cold_sweat ,"Rio de Janeiro, Brasil",10/23/17 12:39,2,6,4
lorrainesilva_1,dor de cabeça do crl,"Rio de Janeiro, Brasil",10/23/17 12:24,2,2,4
lorrainesilva_1,vou tomar café,"Rio de Janeiro, Brasil",10/23/17 12:17,2,5,4
lorrainesilva_1,fiquei no vácuo mané  unamused_face ,"Rio de Janeiro, Brasil",10/23/17 12:08,2,3,4
lorrainesilva_1,vou leva meu irmão no médico,"Rio de Janeiro, Brasil",10/23/17 12:02,2,5,4
lorrainesilva_1,bom dia! red_heart ,"Rio de Janeiro, Brasil",10/23/17 09:24,2,5,4
lorrainesilva_1,vou dormir,"Rio de Janeiro, Brasil",10/23/17 01:45,2,3,4
lorrainesilva_1,sono sleeping_face  sleeping_face ,"Rio de Janeiro, Brasil",10/23/17 01:24,2,3,4
lorrainesilva_1,"to azul de fome, só um lanche pra salvar msm","Rio de Janeiro, Brasil",10/23/17 01:18,2,3,4
lorrainesilva_1,quero ver a luta que vai ser pra mim dormir,"Rio de Janeiro, Brasil",10/23/17 00:53,2,3,4
