id|txt|val|int|cit|data|dia
line_fdl|Que coincidência tô até assustada|4|4|Rio de Janeiro, Brasil|10/21/2017 16:54:48|7
line_fdl|Brenna tá um amrzin cmg nem tô entendendo me chamando p almoça lá querendo me da comida na boca, deve ter acordado com a bunda virada p lua|5|3|Rio de Janeiro, Brasil|10/21/2017 13:03:30|7
line_fdl|Anderson é de outro mundo real que pessoa maravilhosa cr|6|3|Rio de Janeiro, Brasil|10/21/2017 3:54:35|7
line_fdl|Tô tão sem paciência sem.or|3|5|Rio de Janeiro, Brasil|10/20/2017 23:25:23|6
line_fdl|Jô ta de mais hj, saiu colocando meu nome na lista do evento e fl que eu vou e ponto scrr KKKK|5|5|Rio de Janeiro, Brasil|10/20/2017 18:46:50|6
line_fdl|Laris e eu somos tão melosas uma com a outra amo isso, rs 👭💛|6|4|Rio de Janeiro, Brasil|10/20/2017 15:45:26|6
line_fdl|P/ um bom entendedor meia palavra basta 👌|4|3|Rio de Janeiro, Brasil|10/20/2017 2:03:10|6
line_fdl|Acho que vou viajar amanhã, queria mt levar alguém cmg..|5|2|Rio de Janeiro, Brasil|10/20/2017 1:42:12|6
line_fdl|Até gosto de calor mas tá de mais mds scrr|3|4|Rio de Janeiro, Brasil|10/19/2017 22:36:52|5
line_fdl|Tô com uma dorzinha d cabeça q ta me dx enjoada, só queria um cafuné|3|4|Rio de Janeiro, Brasil|10/18/2017 22:33:22|4
line_fdl|Estava mó de boa e do nada desboei.. 😏|5|3|Rio de Janeiro, Brasil|10/18/2017 22:00:32|4
line_fdl|Fico puta quando tô ouvindo msc no rádio e começa a da voz do brasil afffffff, desnecessário|3|5|Rio de Janeiro, Brasil|10/18/2017 21:08:26|4
line_fdl|Pensando seriamente em viajar dnv sexta..|5|3|Rio de Janeiro, Brasil|10/18/2017 17:54:59|4
line_fdl|Tô ajudando o Th a fazer surpresa p Jô hj é mês versario d namoro deles, chatos que eu amo mt 😍💛|5|5|Rio de Janeiro, Brasil|10/18/2017 15:43:42|4
line_fdl|Meus pais dixem q minha cachorra é igualzinha a mim é mole KK|6|4|Rio de Janeiro, Brasil|10/18/2017 12:31:20|4
line_fdl|Perco a fome quando tô preocupada que saco,|3|5|Rio de Janeiro, Brasil|10/18/2017 0:53:56|4
line_fdl|A sensação de não ter com quem conta é horrível|1|6|Rio de Janeiro, Brasil|10/16/2017 23:05:29|2
brunaarvi|uso máscara de argila na cara e fico me sentindo MUITO IDIOTA 😂|5|6|Rio de Janeiro, Brasil|10/27/2017 0:14:19|6
brunaarvi|ansiosa pelo dia em que vou dizer "é, suas ótimas escolhas te fizeram ser o merda que você é hoje, eu avisei"|2|6|Rio de Janeiro, Brasil|10/26/2017 20:59:35|5
brunaarvi|dor de cabeça é meu 2º nome hoje|2|6|Rio de Janeiro, Brasil|10/26/2017 18:42:18|5
brunaarvi|sonhando com sábado 🆘 q ansiedade|2|5|Rio de Janeiro, Brasil|10/25/2017 22:35:38|4
brunaarvi|meu sonho de princesa um maine coon pra chamar de meu, pena q tão caro|3|5|Rio de Janeiro, Brasil|10/25/2017 17:06:03|4
brunaarvi|meu nome nos contatos da minha prima é "nikiti ❤️" kkkkkkkkkk ela né escrota não ela|5|5|Rio de Janeiro, Brasil|10/25/2017 17:04:07|4
brunaarvi|preguiça máxima de encarar a vida uma hora dessas|4|7|Rio de Janeiro, Brasil|10/25/2017 10:26:16|4
brunaarvi|mas enfim eu to amando minha vida e nadinha me tira esse sentimento gostoso de satisfação 💛|6|6|Rio de Janeiro, Brasil|10/24/2017 14:12:13|3
brunaarvi|ajudo geral nessa porra mas não vem querer tirar com minha cara pq eu viro o cão na mesma hora|3|6|Rio de Janeiro, Brasil|10/24/2017 13:58:44|3
brunaarvi|0 paciência pra burra velha que se faz de vítima, adora cena e até chora. Nem tenta cmg, filha! Qnd eu tô na razão então... fodeu|2|6|Rio de Janeiro, Brasil|10/24/2017 13:57:39|3
brunaarvi|acordar cedo nesse frio é maior sacanagem|3|3|Rio de Janeiro, Brasil|10/24/2017 8:38:37|3
brunaarvi|preciso: me exercitar  estudar beber mais água  sair menos  juntar dinheiro   consigo? muito difícil, acho que não|3|2|Rio de Janeiro, Brasil|10/23/2017 22:34:48|2
brunaarvi|quando coisas boas acontecem td muda muito... até o jeito de lidar com coisas ruins é diferente|4|2|Rio de Janeiro, Brasil|10/23/2017 22:33:29|2
brunaarvi|e o que essa boquinha linda faz, hein?   almoça come sorvete e várias besteiras|5|2|Rio de Janeiro, Brasil|10/23/2017 16:51:00|2
brunaarvi|fim de semana best form como disse minha amiga camilão   coisar e ser feliz|5|3|Rio de Janeiro, Brasil|10/23/2017 13:38:27|2
brunaarvi|e quando você acorda td dolorida? ai q saco|2|4|Rio de Janeiro, Brasil|10/23/2017 10:24:39|2
brunaarvi|nunca senti tanto sono como hoje 🆘|3|6|Rio de Janeiro, Brasil|10/23/2017 1:06:08|2
brunaarvi|cheguei em casa e tava há maior tempão usando o 4G CRENTE que era o wi-fi 🤦🏻‍♀️|3|5|Rio de Janeiro, Brasil|10/23/2017 0:18:16|2
brunaarvi|gente não usa rsrs pra rir não usa pra deboche rs|5|4|Rio de Janeiro, Brasil|10/22/2017 20:42:52|1
brunaarvi|HAHAHAHAHAHAHHHAHAHAHAHAHAHAHAHHAHAHA   MANO   q bosta|5|7|Rio de Janeiro, Brasil|10/22/2017 15:58:34|1
brunaarvi|acordar cedo às vezes é até bom mas dormir até tarde é excepcional PENA QUE EU NÃO CONSIGO|3|7|Rio de Janeiro, Brasil|10/22/2017 14:00:01|1
brunaarvi|maior vergonha do mundo: mandar msg e ser ignorada|2|6|Rio de Janeiro, Brasil|10/21/2017 2:18:50|7
brunaarvi|não vou sextar   triste e com tesao|2|4|Rio de Janeiro, Brasil|10/20/2017 22:51:14|6
brunaarvi|queria sextar enchendo a cara ou vendo filme agarradinha... muito 8 ou 80 mesmo|4|3|Rio de Janeiro, Brasil|10/20/2017 22:15:51|6
brunaarvi|eu só queria brotar na base e fazer sacanagem|5|5|Rio de Janeiro, Brasil|10/20/2017 22:09:30|6
brunaarvi|torta salgada é horrível|3|5|Rio de Janeiro, Brasil|10/20/2017 16:41:57|6
brunaarvi|várias hamburguerias tops no centro do rj... apenas quero ir em todas 🆘|4|4|Rio de Janeiro, Brasil|10/20/2017 14:57:57|6
brunaarvi|❤️🖤|5|5|Rio de Janeiro, Brasil|10/20/2017 0:16:25|6
brunaarvi|eu tinha q ir ao banco mas tô com tanta preguiça, meu Deus... 😩|2|5|Rio de Janeiro, Brasil|10/19/2017 17:08:26|5
brunaarvi|é pedir demais querer ficar de conchinha assistindo netflix e dando uns bj... parece q sim|3|5|Rio de Janeiro, Brasil|10/19/2017 2:50:01|5
brunaarvi|pipipi popopo não façam isso não gosto af seus chato sei que sei que lá|2|5|Rio de Janeiro, Brasil|10/19/2017 0:41:55|5
brunaarvi|ao invés de ficar me frustrando e comentando sobre algo q n gostei eu ignoro q é melhor rsrsrs terapêutico|5|4|Rio de Janeiro, Brasil|10/19/2017 0:40:39|5
brunaarvi|deve ser mo chato viver pra problematizar coisa que não faz diferença na sua vidinha ne 🤷🏻‍♀️porra, deixa a galera fazer o q quiser carai|2|6|Rio de Janeiro, Brasil|10/19/2017 0:35:29|5
brunaarvi|ola @ será se podemos se amar um cadin será se|5|4|Rio de Janeiro, Brasil|10/18/2017 0:33:35|4
brunaarvi|descobri q saio cedo do job amanhã e já quero sair pra comer, help|4|5|Rio de Janeiro, Brasil|10/17/2017 17:08:30|3
brunaarvi|é cuzao mas tão lindo o rosto 🤷🏻‍♀️|5|4|Rio de Janeiro, Brasil|10/16/2017 21:32:24|2
FabricioGemada|Acabei de vim da igreja estou me sentindo abençoado 😍💘|5|4|Rio de Janeiro, Brasil|10/27/2017 0:12:07|6
FabricioGemada|Que Papai Do Céu Abençoe Nos Hoje, Amanhã e Sempre.. Sigo minha luta 😉✌|5|3|Rio de Janeiro, Brasil|10/26/2017 15:22:00|5
FabricioGemada|Não basta querer, você também precisa lutar, Sonhos só se tornam realidade se você batalhar 👌|4|2|Rio de Janeiro, Brasil|10/26/2017 14:02:22|5
FabricioGemada|TRIO ELRTRICO MAS QUE COMFIRMADO + 100 CAIXA DE CERVEJA 👐😍 #OSSENNAFANTASYPARTY2 💥|6|6|Rio de Janeiro, Brasil|10/26/2017 13:51:10|5
FabricioGemada|Nois sofre a covardia mais não comete ela ✌|4|2|Rio de Janeiro, Brasil|10/26/2017 13:42:40|5
FabricioGemada|ESTAMOS TENTANDO TRAZER O BOM EO MELHOR PRA VOCÊS PÚBLICO LINDO, SEGUE O FLUXO AQUECIMENTO&amp;CARREATA E LOGO ALI! VAI DA MERDA 👌 #OsSenna|5|4|Rio de Janeiro, Brasil|10/26/2017 12:37:15|5
FabricioGemada|Bom dia 💕|5|3|Rio de Janeiro, Brasil|10/26/2017 11:28:00|5
FabricioGemada|Fuii 😪😪|2|4|Rio de Janeiro, Brasil|10/26/2017 3:08:22|5
FabricioGemada|Deus vai me proporciona essa meta na fé 💘|5|2|Rio de Janeiro, Brasil|10/26/2017 2:21:28|5
FabricioGemada|Vou toma aquele banho agr 💦👌😈|5|3|Rio de Janeiro, Brasil|10/25/2017 23:22:39|4
FabricioGemada|Eu quieto eu ganho mas 😉|5|2|Rio de Janeiro, Brasil|10/25/2017 18:07:12|4
FabricioGemada|Acabei de Almoçar vou parti pros trabalhos novamente|4|1|Rio de Janeiro, Brasil|10/25/2017 16:39:00|4
FabricioGemada|Horário de almoço 👌😍|5|4|Rio de Janeiro, Brasil|10/25/2017 16:06:53|4
FabricioGemada|Só merece o meu amor Quem é Mulher de respeito 👌😍|5|3|Rio de Janeiro, Brasil|10/25/2017 13:29:41|4
FabricioGemada|Convoca geral pra cá que a festa vai ser diferente, Sexo, transa, muita meczada e aquelas coisinhhas mais pra frente 🎶😍 #CONTAGEMREGRESSIVA|6|6|Rio de Janeiro, Brasil|10/25/2017 13:27:14|4
FabricioGemada|To pique social|6|3|Rio de Janeiro, Brasil|10/25/2017 11:59:27|4
FabricioGemada|Vim bonitinho pro trabalho 👌😍|5|2|Rio de Janeiro, Brasil|10/25/2017 11:59:05|4
FabricioGemada|Bom diaa|5|2|Rio de Janeiro, Brasil|10/25/2017 11:35:43|4
FabricioGemada|#OSSENNA. #OSSENNA. #OSSENNA. #OSSENNA.|4|3|Rio de Janeiro, Brasil|10/24/2017 23:26:42|3
FabricioGemada|Vai rola o churrasco dos Crias|5|3|Rio de Janeiro, Brasil|10/24/2017 22:50:29|3
FabricioGemada|Sai do trampo to  chegando em casa jaa|5|4|Rio de Janeiro, Brasil|10/24/2017 20:49:39|3
FabricioGemada|Ja tem 22 meninas na lista pra subir no Trio dos Senna 😗😍|6|5|Rio de Janeiro, Brasil|10/24/2017 20:22:50|3
FabricioGemada|Aquele 1% é vagabundo Safado e elas gostam 😈🎶|5|3|Rio de Janeiro, Brasil|10/24/2017 17:59:23|3
FabricioGemada|Alguma menina que Subir no trio dos Senna dia 5 ? Mas informações me chama rs|5|2|Rio de Janeiro, Brasil|10/24/2017 16:41:45|3
FabricioGemada|Vou fazer umas listas das mina que vai subir no trio dos senna|4|2|Rio de Janeiro, Brasil|10/24/2017 15:57:01|3
FabricioGemada|Lembrando que na Carreata só Sobe Mulheres e só as Selecionadas 👌🍻 #OSSENNA. #DIA5 . #OSSENNA.|4|5|Rio de Janeiro, Brasil|10/24/2017 15:36:19|3
FabricioGemada|Meu aniversário em fevereiro a tropa vai parti pra Arraial só selecionado 😉😍|5|3|Rio de Janeiro, Brasil|10/24/2017 12:39:14|3
FabricioGemada|Bom dia 💕|4|2|Rio de Janeiro, Brasil|10/24/2017 10:51:42|3
FabricioGemada|Vou da uma dormida amanhã é dia de trampo 😪|3|4|Rio de Janeiro, Brasil|10/24/2017 3:00:09|3
FabricioGemada|To assistindo uma Netflix comendo pipoca só faltou a Companhia 🙄|3|2|Rio de Janeiro, Brasil|10/24/2017 2:18:50|3
FabricioGemada|To fora dessas mandadas 😡|2|5|Rio de Janeiro, Brasil|10/24/2017 1:39:17|3
FabricioGemada|Muita fé|4|2|Rio de Janeiro, Brasil|10/24/2017 1:30:26|3
FabricioGemada|Tô de saco cheio de problemas|2|5|Rio de Janeiro, Brasil|10/24/2017 1:29:53|3
FabricioGemada|Essa porra de 4 Fotos e uma palavra no Facebook tá chato já|2|6|Rio de Janeiro, Brasil|10/24/2017 1:04:58|3
FabricioGemada|Estou assistindo uma Netflix 👌😍|5|5|Rio de Janeiro, Brasil|10/23/2017 19:40:43|2
FabricioGemada|O dinheiro só compra gente barata , gente de valor se banca sozinha 😇😆😁🔫|4|5|Rio de Janeiro, Brasil|10/23/2017 0:32:43|2
FabricioGemada|To badalado pela gaiola 🍻|5|4|Rio de Janeiro, Brasil|10/22/2017 7:51:01|1
FabricioGemada|Tô partindo de Penha|4|1|Rio de Janeiro, Brasil|10/22/2017 4:15:38|1
FabricioGemada|Minha moto tá no óleo 👌|5|3|Rio de Janeiro, Brasil|10/21/2017 21:26:36|7
FabricioGemada|Estou no horário de almoço 👌|5|3|Rio de Janeiro, Brasil|10/21/2017 16:56:50|7
FabricioGemada|Quero bota aparelho de novo|4|2|Rio de Janeiro, Brasil|10/21/2017 14:43:11|7
FabricioGemada|Boa tarde 💘💘|4|3|Rio de Janeiro, Brasil|10/21/2017 14:09:34|7
FabricioGemada|Melhor novela namoral|5|4|Rio de Janeiro, Brasil|10/21/2017 1:32:57|7
FabricioGemada|Final da novela ta chapa quente|5|4|Rio de Janeiro, Brasil|10/21/2017 1:14:31|7
FabricioGemada|Vou toma um banho fica cheirosinho 👌💦|5|5|Rio de Janeiro, Brasil|10/20/2017 23:16:34|6
FabricioGemada|Cheguei em casa agora|4|1|Rio de Janeiro, Brasil|10/20/2017 23:15:21|6
FabricioGemada|Tá a cara da chuva|4|2|Rio de Janeiro, Brasil|10/20/2017 22:42:31|6
FabricioGemada|Tô saindo do trabalho agr|4|1|Rio de Janeiro, Brasil|10/20/2017 22:38:48|6
FabricioGemada|Melhor baile da Cdd era o Baile do Coroado namoral|5|2|Rio de Janeiro, Brasil|10/20/2017 18:20:18|6
FabricioGemada|Você vê oque eu tenho, Mas não vê oque eu faço! Vai Trabalha...|2|4|Rio de Janeiro, Brasil|10/20/2017 18:19:33|6
FabricioGemada|Acabei de almoça to satisfeito|5|2|Rio de Janeiro, Brasil|10/20/2017 17:45:55|6
FabricioGemada|Vou da uma almoçada agr tô cheio de fome|3|2|Rio de Janeiro, Brasil|10/20/2017 17:13:47|6
FabricioGemada|Acabei de corta o cabelo do cara aqui|4|1|Rio de Janeiro, Brasil|10/20/2017 17:13:32|6
FabricioGemada|Pretendo sair essa semana nn 🤔|4|3|Rio de Janeiro, Brasil|10/20/2017 14:43:27|6
FabricioGemada|Abada dos Senna tá lindo, Semana que vem tá aí tá 😍👌|5|3|Rio de Janeiro, Brasil|10/20/2017 14:32:34|6
FabricioGemada|Nossa marola é ostenta e tira onda fica embrasado e comer muita piranha 🎶😍👌 #OsSennaFantasy  #VemNovembro|6|5|Rio de Janeiro, Brasil|10/20/2017 14:08:01|6
FabricioGemada|Estou no tedioo|4|6|Rio de Janeiro, Brasil|10/20/2017 14:05:48|6
FabricioGemada|Estou cheio de fome jaa|3|4|Rio de Janeiro, Brasil|10/20/2017 13:41:10|6
FabricioGemada|Domingo acho que vou|5|2|Rio de Janeiro, Brasil|10/20/2017 13:39:46|6
FabricioGemada|To doido pra curti uma praia 🌞👌|5|4|Rio de Janeiro, Brasil|10/20/2017 13:39:26|6
FabricioGemada|Cheguei atrasadão no trabalho|3|5|Rio de Janeiro, Brasil|10/20/2017 13:14:10|6
FabricioGemada|Estou atrasadão 😧😧|2|6|Rio de Janeiro, Brasil|10/20/2017 12:41:35|6
FabricioGemada|Bom diaa|4|2|Rio de Janeiro, Brasil|10/20/2017 12:41:34|6
FabricioGemada|Vou dormi estou de saco cheio já de certas pessoas 😠✌|2|5|Rio de Janeiro, Brasil|10/20/2017 2:29:46|6
FabricioGemada|Doideira|4|6|Rio de Janeiro, Brasil|10/20/2017 2:28:17|6
FabricioGemada|Mas amanhã eu trabalho ossada|3|2|Rio de Janeiro, Brasil|10/20/2017 2:19:48|6
FabricioGemada|Queria está no BarraMusic agora|3|3|Rio de Janeiro, Brasil|10/20/2017 2:19:33|6
FabricioGemada|Estou jantando|5|2|Rio de Janeiro, Brasil|10/20/2017 1:46:44|6
FabricioGemada|Ta maior calor pqp|3|4|Rio de Janeiro, Brasil|10/20/2017 1:43:47|6
FabricioGemada|Ganhei uma oração tô tranquilo agr 💕|5|5|Rio de Janeiro, Brasil|10/20/2017 0:50:19|6
FabricioGemada|Estou assistindo a novela|5|3|Rio de Janeiro, Brasil|10/19/2017 23:57:55|5
FabricioGemada|Tô cheio de fome|3|4|Rio de Janeiro, Brasil|10/19/2017 23:50:29|5
FabricioGemada|Esse BarraMusic hj vai bomba|5|4|Rio de Janeiro, Brasil|10/19/2017 23:11:34|5
FabricioGemada|To tomando uma cerva com os cria na tb|5|4|Rio de Janeiro, Brasil|10/19/2017 22:35:44|5
FabricioGemada|Só uma praia agora a noite namoral|6|6|Rio de Janeiro, Brasil|10/19/2017 22:12:25|5
FabricioGemada|Tô cheirosinho na quele pique 👌😍|6|5|Rio de Janeiro, Brasil|10/19/2017 21:59:28|5
FabricioGemada|Tô partindo pra casa|5|4|Rio de Janeiro, Brasil|10/19/2017 20:58:00|5
FabricioGemada|Acabei de almoçar tô satisfeito|5|4|Rio de Janeiro, Brasil|10/19/2017 17:12:39|5
FabricioGemada|Mas tarde vou na igreja sem falta|5|3|Rio de Janeiro, Brasil|10/19/2017 16:56:11|5
FabricioGemada|Vou da uma almoçada agr|5|2|Rio de Janeiro, Brasil|10/19/2017 16:18:27|5
FabricioGemada|Se eu não te procuro a gente nem se fala to vivendo tão distante do seu mundo 🎶🎶|4|1|Rio de Janeiro, Brasil|10/19/2017 16:16:37|5
FabricioGemada|Cansei de farra Curtir a madrugada Beijar na boca só pra me satisfazer 🎶🎶|4|1|Rio de Janeiro, Brasil|10/19/2017 16:07:07|5
FabricioGemada|Ainda bem que to no Ar-condicionado 😚😍|5|3|Rio de Janeiro, Brasil|10/19/2017 16:02:21|5
FabricioGemada|Carreata dos Senna quero um carro pra ir tô enjoado de moto ja|3|3|Rio de Janeiro, Brasil|10/19/2017 15:55:27|5
FabricioGemada|Escutando uns pagode pela tarde  👌🎧|5|4|Rio de Janeiro, Brasil|10/19/2017 15:51:50|5
FabricioGemada|Toda gostosinha e me excita 🎶|4|2|Rio de Janeiro, Brasil|10/19/2017 15:50:56|5
FabricioGemada|Malandragem é poder Ficar despreocupado🎶🎶|4|3|Rio de Janeiro, Brasil|10/19/2017 15:50:03|5
FabricioGemada|Quer ser minha namorada dividir um sonho novo 🎶😍|5|3|Rio de Janeiro, Brasil|10/19/2017 15:28:53|5
FabricioGemada|Bom dia ❤❤|5|3|Rio de Janeiro, Brasil|10/19/2017 11:03:30|5
FabricioGemada|Fuii|5|3|Rio de Janeiro, Brasil|10/19/2017 2:28:14|5
FabricioGemada|Vou da uma dormida que amanhã é dia de trampo|3|2|Rio de Janeiro, Brasil|10/19/2017 2:27:46|5
FabricioGemada|To precisando muito de ir na igreja conversa com Deus..|3|4|Rio de Janeiro, Brasil|10/19/2017 2:08:30|5
FabricioGemada|A primeira oportunidade que eu te nn vou deixa escapa 💕|5|4|Rio de Janeiro, Brasil|10/19/2017 2:02:12|5
FabricioGemada|Meu pai da aula na cozinha 👌|5|4|Rio de Janeiro, Brasil|10/19/2017 1:40:32|5
FabricioGemada|Muito ruim acorda cedo|2|5|Rio de Janeiro, Brasil|10/19/2017 1:37:46|5
FabricioGemada|Daqui a pouco vou da uma dormida|4|2|Rio de Janeiro, Brasil|10/19/2017 1:37:36|5
FabricioGemada|Tô comendo frango assado com batata 😍😍|6|6|Rio de Janeiro, Brasil|10/19/2017 1:19:34|5
FabricioGemada|Vontade de comer um açaí|4|4|Rio de Janeiro, Brasil|10/19/2017 1:00:05|5
FabricioGemada|Será que a bibi atirou? 🤔|4|6|Rio de Janeiro, Brasil|10/18/2017 23:40:01|4
FabricioGemada|Vou toma um banho bem gelado agr 👌|5|4|Rio de Janeiro, Brasil|10/18/2017 22:07:19|4
FabricioGemada|To cansadão vou toma um banho e ir dormi|3|3|Rio de Janeiro, Brasil|10/18/2017 21:48:53|4
FabricioGemada|Estou partindo pra casa|4|2|Rio de Janeiro, Brasil|10/18/2017 21:26:23|4
FabricioGemada|Que Deus abençoe todos meus amigos do coração ❤|6|4|Rio de Janeiro, Brasil|10/18/2017 16:44:10|4
FabricioGemada|Mudame Senhor mudame o meu coração 🎶😇😍|5|3|Rio de Janeiro, Brasil|10/18/2017 16:40:52|4
FabricioGemada|Jardel meu rlk Deus é com vc mn bom 💔💔|5|4|Rio de Janeiro, Brasil|10/18/2017 16:20:35|4
FabricioGemada|Tô ouvindo uns louvores|5|1|Rio de Janeiro, Brasil|10/18/2017 16:08:24|4
FabricioGemada|Estou no horário de almoço 😍|5|6|Rio de Janeiro, Brasil|10/18/2017 16:04:36|4
FabricioGemada|Fome reinando|3|5|Rio de Janeiro, Brasil|10/18/2017 13:29:42|4
FabricioGemada|Eu amo meu jeito bipolar|6|6|Rio de Janeiro, Brasil|10/18/2017 12:49:11|4
FabricioGemada|Meu patrão falou pra min arranja uma mulher e para de sair 😂😂😂|6|5|Rio de Janeiro, Brasil|10/18/2017 12:35:08|4
FabricioGemada|Cheguei no trampo agr|4|2|Rio de Janeiro, Brasil|10/18/2017 12:16:49|4
FabricioGemada|Meu pai  vai me leva de carro pro trabalho 😍😍|5|6|Rio de Janeiro, Brasil|10/18/2017 11:27:13|4
FabricioGemada|Bom dia ❤|5|2|Rio de Janeiro, Brasil|10/18/2017 11:20:48|4
FabricioGemada|Fuii zZzzZ|5|1|Rio de Janeiro, Brasil|10/18/2017 4:40:06|4
FabricioGemada|Ta repreendido todo mal olhado sobre em min!!|3|5|Rio de Janeiro, Brasil|10/18/2017 4:30:47|4
FabricioGemada|Acabei de assistir uma Netflix|5|3|Rio de Janeiro, Brasil|10/18/2017 4:21:01|4
FabricioGemada|Final do ano a bruxa tá solta doido pra fazer alguma família chora .|2|5|Rio de Janeiro, Brasil|10/18/2017 2:00:32|4
FabricioGemada|Vou sair mas ñ, vou fica suave um pouco|4|2|Rio de Janeiro, Brasil|10/18/2017 1:26:34|4
FabricioGemada|Pessoa invejosa é  um cão|2|5|Rio de Janeiro, Brasil|10/17/2017 22:08:05|3
FabricioGemada|Tô boladão namoral|2|5|Rio de Janeiro, Brasil|10/17/2017 22:07:27|3
FabricioGemada|Xoo olho grande|2|5|Rio de Janeiro, Brasil|10/17/2017 22:02:50|3
FabricioGemada|Só problemas ta repreendido|2|4|Rio de Janeiro, Brasil|10/17/2017 22:02:41|3
FabricioGemada|Tô cheio de sono|3|2|Rio de Janeiro, Brasil|10/17/2017 21:37:39|3
FabricioGemada|Tô dentro do ônibus indo pra casa|4|2|Rio de Janeiro, Brasil|10/17/2017 21:30:50|3
FabricioGemada|Daqui a pouco tem que  volta|3|2|Rio de Janeiro, Brasil|10/17/2017 18:27:21|3
FabricioGemada|Vim aqui em casa de carro com meu parceiro de trabalho|4|2|Rio de Janeiro, Brasil|10/17/2017 18:27:07|3
FabricioGemada|Os verdadeiros são poucos, Mas são suficiente pra mim 😉|5|3|Rio de Janeiro, Brasil|10/17/2017 18:25:42|3
FabricioGemada|Vou leva só os(a) selecionados(a)|5|4|Rio de Janeiro, Brasil|10/17/2017 15:24:51|3
FabricioGemada|Meu aniversário em fevereiro quero leva minha rapaziada pra arraial pra curti comigo lá|5|5|Rio de Janeiro, Brasil|10/17/2017 15:23:32|3
FabricioGemada|Índio come xota índio come cu 🎶🎶|4|2|Rio de Janeiro, Brasil|10/17/2017 14:57:26|3
FabricioGemada|Tem a 01 a 02 ea 03 🎶🎶|4|2|Rio de Janeiro, Brasil|10/17/2017 13:38:58|3
FabricioGemada|Tá demorando muito pra da 13hr|3|3|Rio de Janeiro, Brasil|10/17/2017 13:27:35|3
FabricioGemada|Vou almoça aquele strogonoff 👌|5|4|Rio de Janeiro, Brasil|10/17/2017 13:27:10|3
FabricioGemada|Hoje é dia de farpelas 😍|5|5|Rio de Janeiro, Brasil|10/17/2017 13:12:01|3
FabricioGemada|To afastado da igreja mais nunca de Deus ..|2|4|Rio de Janeiro, Brasil|10/17/2017 13:07:07|3
FabricioGemada|Tô cheio de fome pqp|2|6|Rio de Janeiro, Brasil|10/17/2017 12:43:15|3
FabricioGemada|Render não é meu forte só falo se fala comigo!!|2|6|Rio de Janeiro, Brasil|10/17/2017 12:34:37|3
FabricioGemada|Cheguei aqui no trampo cheio de fome|3|3|Rio de Janeiro, Brasil|10/17/2017 12:31:13|3
