"usuario"|"tweet"|"id"|"localização"|"hashtags"|"data/hora"
"FabricioGemada"|"922636369394130945"|"Muita fé"|"Rio de Janeiro, Brasil"|""|"2017-10-24 01:30:26"
"FabricioGemada"|"922636229124018177"|"Tô de saco cheio de problemas"|"Rio de Janeiro, Brasil"|""|"2017-10-24 01:29:53"
"FabricioGemada"|"922629958102548481"|"Essa porra de 4 Fotos e uma palavra no Facebook tá chato já"|"Rio de Janeiro, Brasil"|""|"2017-10-24 01:04:58"
"FabricioGemada"|"922548358778114049"|"Estou assistindo uma Netflix 👌😍"|"Rio de Janeiro, Brasil"|""|"2017-10-23 19:40:43"
"FabricioGemada"|"922259455848452096"|"O dinheiro só compra gente barata , gente de valor se banca sozinha 😇😆😁🔫"|"Rio de Janeiro, Brasil"|""|"2017-10-23 00:32:43"
"FabricioGemada"|"922007368002625536"|"To badalado pela gaiola 🍻"|"Rio de Janeiro, Brasil"|""|"2017-10-22 07:51:01"
"FabricioGemada"|"921953168103231488"|"Tô partindo de Penha"|"Rio de Janeiro, Brasil"|""|"2017-10-22 04:15:38"
"FabricioGemada"|"921850230164815875"|"Minha moto tá no óleo 👌"|"Rio de Janeiro, Brasil"|""|"2017-10-21 21:26:36"
"FabricioGemada"|"921782342477385729"|"Estou no horário de almoço 👌"|"Rio de Janeiro, Brasil"|""|"2017-10-21 16:56:50"
"FabricioGemada"|"921748704889114624"|"Quero bota aparelho de novo"|"Rio de Janeiro, Brasil"|""|"2017-10-21 14:43:11"
"FabricioGemada"|"921740247515435008"|"Boa tarde 💘💘"|"Rio de Janeiro, Brasil"|""|"2017-10-21 14:09:34"
"FabricioGemada"|"921601037059928064"|"To pelo ap 🍻"|"Rio de Janeiro, Brasil"|""|"2017-10-21 04:56:24"
"FabricioGemada"|"921549835651645441"|"Melhor novela namoral"|"Rio de Janeiro, Brasil"|""|"2017-10-21 01:32:57"
"FabricioGemada"|"921545198160830465"|"Final da novela ta chapa quente"|"Rio de Janeiro, Brasil"|""|"2017-10-21 01:14:31"
"FabricioGemada"|"921515517281697792"|"Vou toma um banho fica cheirosinho 👌💦"|"Rio de Janeiro, Brasil"|""|"2017-10-20 23:16:34"
"FabricioGemada"|"921515210682372096"|"Cheguei em casa agora"|"Rio de Janeiro, Brasil"|""|"2017-10-20 23:15:21"
"FabricioGemada"|"921506948683575298"|"Tá a cara da chuva"|"Rio de Janeiro, Brasil"|""|"2017-10-20 22:42:31"
"FabricioGemada"|"921506012741414912"|"Tô saindo do trabalho agr"|"Rio de Janeiro, Brasil"|""|"2017-10-20 22:38:48"
"FabricioGemada"|"921440957756788736"|"Melhor baile da Cdd era o Baile do Coroado namoral"|"Rio de Janeiro, Brasil"|""|"2017-10-20 18:20:18"
"FabricioGemada"|"921440767582900224"|"Você vê oque eu tenho, Mas não vê oque eu faço! Vai Trabalha..."|"Rio de Janeiro, Brasil"|""|"2017-10-20 18:19:33"
"FabricioGemada"|"921432305746546690"|"Acabei de almoça to satisfeito"|"Rio de Janeiro, Brasil"|""|"2017-10-20 17:45:55"
"FabricioGemada"|"921424218151104514"|"Vou da uma almoçada agr tô cheio de fome"|"Rio de Janeiro, Brasil"|""|"2017-10-20 17:13:47"
"FabricioGemada"|"921424156394246145"|"Acabei de corta o cabelo do cara aqui"|"Rio de Janeiro, Brasil"|""|"2017-10-20 17:13:32"
"FabricioGemada"|"921386384417611776"|"Pretendo sair essa semana nn 🤔"|"Rio de Janeiro, Brasil"|""|"2017-10-20 14:43:27"
"FabricioGemada"|"921383646891831296"|"Abada dos Senna tá lindo, Semana que vem tá aí tá 😍👌"|"Rio de Janeiro, Brasil"|""|"2017-10-20 14:32:34"
"FabricioGemada"|"921377466534547457"|"Nossa marola é ostenta e tira onda fica embrasado e comer muita piranha 🎶😍👌 #OsSennaFantasy  #VemNovembro"|"Rio de Janeiro, Brasil"|"OsSennaFantasy,VemNovembro,"|"2017-10-20 14:08:01"
"FabricioGemada"|"921376909941977095"|"Estou no tedioo"|"Rio de Janeiro, Brasil"|""|"2017-10-20 14:05:48"
"FabricioGemada"|"921370711918292992"|"Estou cheio de fome jaa"|"Rio de Janeiro, Brasil"|""|"2017-10-20 13:41:10"
"FabricioGemada"|"921370357977829376"|"Domingo acho que vou"|"Rio de Janeiro, Brasil"|""|"2017-10-20 13:39:46"
"FabricioGemada"|"921370274976628738"|"To doido pra curti uma praia 🌞👌"|"Rio de Janeiro, Brasil"|""|"2017-10-20 13:39:26"
"FabricioGemada"|"921363914759327744"|"Cheguei atrasadão no trabalho"|"Rio de Janeiro, Brasil"|""|"2017-10-20 13:14:10"
"FabricioGemada"|"921355717067661312"|"Estou atrasadão 😧😧"|"Rio de Janeiro, Brasil"|""|"2017-10-20 12:41:35"
"FabricioGemada"|"921355712197951488"|"Bom diaa"|"Rio de Janeiro, Brasil"|""|"2017-10-20 12:41:34"
"FabricioGemada"|"921201746214555649"|"Vou dormi estou de saco cheio já de certas pessoas 😠✌"|"Rio de Janeiro, Brasil"|""|"2017-10-20 02:29:46"
"FabricioGemada"|"921201374163070976"|"Doideira"|"Rio de Janeiro, Brasil"|""|"2017-10-20 02:28:17"
"FabricioGemada"|"921199241581748225"|"Mas amanhã eu trabalho ossada"|"Rio de Janeiro, Brasil"|""|"2017-10-20 02:19:48"
"FabricioGemada"|"921199178629419009"|"Queria está no BarraMusic agora"|"Rio de Janeiro, Brasil"|""|"2017-10-20 02:19:33"
"FabricioGemada"|"921190918472036353"|"Estou jantando"|"Rio de Janeiro, Brasil"|""|"2017-10-20 01:46:44"
"FabricioGemada"|"921190176784879616"|"Ta maior calor pqp"|"Rio de Janeiro, Brasil"|""|"2017-10-20 01:43:47"
"FabricioGemada"|"921176720799162368"|"Ganhei uma oração tô tranquilo agr 💕"|"Rio de Janeiro, Brasil"|""|"2017-10-20 00:50:19"
"FabricioGemada"|"921163535790551041"|"Estou assistindo a novela"|"Rio de Janeiro, Brasil"|""|"2017-10-19 23:57:55"
"FabricioGemada"|"921161662505406465"|"Tô cheio de fome"|"Rio de Janeiro, Brasil"|""|"2017-10-19 23:50:29"
"FabricioGemada"|"921151871364096001"|"Esse BarraMusic hj vai bomba"|"Rio de Janeiro, Brasil"|""|"2017-10-19 23:11:34"
"FabricioGemada"|"921142852901572608"|"To tomando uma cerva com os cria na tb"|"Rio de Janeiro, Brasil"|""|"2017-10-19 22:35:44"
"FabricioGemada"|"921136985376460801"|"Só uma praia agora a noite namoral"|"Rio de Janeiro, Brasil"|""|"2017-10-19 22:12:25"
"FabricioGemada"|"921133725034872832"|"Tô cheirosinho na quele pique 👌😍"|"Rio de Janeiro, Brasil"|""|"2017-10-19 21:59:28"
"FabricioGemada"|"921118256731127809"|"Tô partindo pra casa"|"Rio de Janeiro, Brasil"|""|"2017-10-19 20:58:00"
"FabricioGemada"|"921061546788302848"|"Acabei de almoçar tô satisfeito"|"Rio de Janeiro, Brasil"|""|"2017-10-19 17:12:39"
"FabricioGemada"|"921057399284396033"|"Mas tarde vou na igreja sem falta"|"Rio de Janeiro, Brasil"|""|"2017-10-19 16:56:11"
"FabricioGemada"|"921047905535918085"|"Vou da uma almoçada agr"|"Rio de Janeiro, Brasil"|""|"2017-10-19 16:18:27"
"FabricioGemada"|"921047443587911682"|"Se eu não te procuro a gente nem se fala to vivendo tão distante do seu mundo 🎶🎶"|"Rio de Janeiro, Brasil"|""|"2017-10-19 16:16:37"
"FabricioGemada"|"921045052624908289"|"Cansei de farra Curtir a madrugada Beijar na boca só pra me satisfazer 🎶🎶"|"Rio de Janeiro, Brasil"|""|"2017-10-19 16:07:07"
"FabricioGemada"|"921043852521361409"|"Ainda bem que to no Ar-condicionado 😚😍"|"Rio de Janeiro, Brasil"|""|"2017-10-19 16:02:21"
"FabricioGemada"|"921042117799096322"|"Carreata dos Senna quero um carro pra ir tô enjoado de moto ja"|"Rio de Janeiro, Brasil"|""|"2017-10-19 15:55:27"
"FabricioGemada"|"921041205659619334"|"Escutando uns pagode pela tarde  👌🎧"|"Rio de Janeiro, Brasil"|""|"2017-10-19 15:51:50"
"FabricioGemada"|"921040982422052864"|"Toda gostosinha e me excita 🎶"|"Rio de Janeiro, Brasil"|""|"2017-10-19 15:50:56"
"FabricioGemada"|"921040757041127426"|"Malandragem é poder Ficar despreocupado🎶🎶"|"Rio de Janeiro, Brasil"|""|"2017-10-19 15:50:03"
"FabricioGemada"|"921035430438604800"|"Quer ser minha namorada dividir um sonho novo 🎶😍"|"Rio de Janeiro, Brasil"|""|"2017-10-19 15:28:53"
"FabricioGemada"|"920968646205362176"|"Bom dia ❤❤"|"Rio de Janeiro, Brasil"|""|"2017-10-19 11:03:30"
"FabricioGemada"|"920838972342984706"|"Fuii"|"Rio de Janeiro, Brasil"|""|"2017-10-19 02:28:14"
"FabricioGemada"|"920838855695175680"|"Vou da uma dormida que amanhã é dia de trampo"|"Rio de Janeiro, Brasil"|""|"2017-10-19 02:27:46"
"FabricioGemada"|"920834007960641537"|"To precisando muito de ir na igreja conversa com Deus.."|"Rio de Janeiro, Brasil"|""|"2017-10-19 02:08:30"
"FabricioGemada"|"920832421091737605"|"A primeira oportunidade que eu te nn vou deixa escapa 💕"|"Rio de Janeiro, Brasil"|""|"2017-10-19 02:02:12"
"FabricioGemada"|"920826970052743168"|"Meu pai da aula na cozinha 👌"|"Rio de Janeiro, Brasil"|""|"2017-10-19 01:40:32"
"FabricioGemada"|"920826272254758912"|"Muito ruim acorda cedo"|"Rio de Janeiro, Brasil"|""|"2017-10-19 01:37:46"
"FabricioGemada"|"920826232157233152"|"Daqui a pouco vou da uma dormida"|"Rio de Janeiro, Brasil"|""|"2017-10-19 01:37:36"
"FabricioGemada"|"920821692913586178"|"Tô comendo frango assado com batata 😍😍"|"Rio de Janeiro, Brasil"|""|"2017-10-19 01:19:34"
"FabricioGemada"|"920816789768097793"|"Vontade de comer um açaí"|"Rio de Janeiro, Brasil"|""|"2017-10-19 01:00:05"
