id|txt|val|int|cit|data|dia
FabricioGemada|Vou fazer umas listas das mina que vai subir no trio dos senna|4|2|Rio de Janeiro, Brasil|10/24/2017 15:57:01|3
FabricioGemada|Lembrando que na Carreata só Sobe Mulheres e só as Selecionadas :OK_hand::clinking_beer_mugs: #OSSENNA. #DIA5 . #OSSENNA.|4|5|Rio de Janeiro, Brasil|10/24/2017 15:36:19|3
FabricioGemada|Meu aniversário em fevereiro a tropa vai parti pra Arraial só selecionado :winking_face::smiling_face_with_heart-eyes:|5|3|Rio de Janeiro, Brasil|10/24/2017 12:39:14|3
FabricioGemada|Bom dia :two_hearts:|4|2|Rio de Janeiro, Brasil|10/24/2017 10:51:42|3
FabricioGemada|Vou da uma dormida amanhã é dia de trampo :sleepy_face:|3|4|Rio de Janeiro, Brasil|10/24/2017 3:00:09|3
FabricioGemada|To assistindo uma Netflix comendo pipoca só faltou a Companhia :face_with_rolling_eyes:|3|2|Rio de Janeiro, Brasil|10/24/2017 2:18:50|3
FabricioGemada|To fora dessas mandadas :pouting_face:|2|5|Rio de Janeiro, Brasil|10/24/2017 1:39:17|3
FabricioGemada|Muita fé|4|2|Rio de Janeiro, Brasil|10/24/2017 1:30:26|3
FabricioGemada|Tô de saco cheio de problemas|2|5|Rio de Janeiro, Brasil|10/24/2017 1:29:53|3
FabricioGemada|Essa porra de 4 Fotos e uma palavra no Facebook tá chato já|2|6|Rio de Janeiro, Brasil|10/24/2017 1:04:58|3
FabricioGemada|Estou assistindo uma Netflix :OK_hand::smiling_face_with_heart-eyes:|5|5|Rio de Janeiro, Brasil|10/23/2017 19:40:43|2
FabricioGemada|O dinheiro só compra gente barata , gente de valor se banca sozinha :smiling_face_with_halo::smiling_face_with_open_mouth_&_closed_eyes::grinning_face_with_smiling_eyes::pistol:|4|5|Rio de Janeiro, Brasil|10/23/2017 0:32:43|2
FabricioGemada|To badalado pela gaiola :clinking_beer_mugs:|5|4|Rio de Janeiro, Brasil|10/22/2017 7:51:01|1
FabricioGemada|Tô partindo de Penha|4|1|Rio de Janeiro, Brasil|10/22/2017 4:15:38|1
FabricioGemada|Minha moto tá no óleo :OK_hand:|5|3|Rio de Janeiro, Brasil|10/21/2017 21:26:36|7
FabricioGemada|Estou no horário de almoço :OK_hand:|5|3|Rio de Janeiro, Brasil|10/21/2017 16:56:50|7
FabricioGemada|Quero bota aparelho de novo|4|2|Rio de Janeiro, Brasil|10/21/2017 14:43:11|7
FabricioGemada|Boa tarde :heart_with_arrow::heart_with_arrow:|4|3|Rio de Janeiro, Brasil|10/21/2017 14:09:34|7
FabricioGemada|Melhor novela namoral|5|4|Rio de Janeiro, Brasil|10/21/2017 1:32:57|7
FabricioGemada|Final da novela ta chapa quente|5|4|Rio de Janeiro, Brasil|10/21/2017 1:14:31|7
FabricioGemada|Vou toma um banho fica cheirosinho :OK_hand::sweat_droplets:|5|5|Rio de Janeiro, Brasil|10/20/2017 23:16:34|6
FabricioGemada|Cheguei em casa agora|4|1|Rio de Janeiro, Brasil|10/20/2017 23:15:21|6
FabricioGemada|Tá a cara da chuva|4|2|Rio de Janeiro, Brasil|10/20/2017 22:42:31|6
FabricioGemada|Tô saindo do trabalho agr|4|1|Rio de Janeiro, Brasil|10/20/2017 22:38:48|6
FabricioGemada|Melhor baile da Cdd era o Baile do Coroado namoral|5|2|Rio de Janeiro, Brasil|10/20/2017 18:20:18|6
FabricioGemada|Você vê oque eu tenho, Mas não vê oque eu faço! Vai Trabalha...|2|4|Rio de Janeiro, Brasil|10/20/2017 18:19:33|6
FabricioGemada|Acabei de almoça to satisfeito|5|2|Rio de Janeiro, Brasil|10/20/2017 17:45:55|6
FabricioGemada|Vou da uma almoçada agr tô cheio de fome|3|2|Rio de Janeiro, Brasil|10/20/2017 17:13:47|6
FabricioGemada|Acabei de corta o cabelo do cara aqui|4|1|Rio de Janeiro, Brasil|10/20/2017 17:13:32|6
FabricioGemada|Pretendo sair essa semana nn :thinking_face:|4|3|Rio de Janeiro, Brasil|10/20/2017 14:43:27|6
FabricioGemada|Abada dos Senna tá lindo, Semana que vem tá aí tá :smiling_face_with_heart-eyes::OK_hand:|5|3|Rio de Janeiro, Brasil|10/20/2017 14:32:34|6
FabricioGemada|Nossa marola é ostenta e tira onda fica embrasado e comer muita piranha :musical_notes::smiling_face_with_heart-eyes::OK_hand: #OsSennaFantasy  #VemNovembro|6|5|Rio de Janeiro, Brasil|10/20/2017 14:08:01|6
FabricioGemada|Estou no tedioo|4|6|Rio de Janeiro, Brasil|10/20/2017 14:05:48|6
FabricioGemada|Estou cheio de fome jaa|3|4|Rio de Janeiro, Brasil|10/20/2017 13:41:10|6
FabricioGemada|Domingo acho que vou|5|2|Rio de Janeiro, Brasil|10/20/2017 13:39:46|6
FabricioGemada|To doido pra curti uma praia :sun_with_face::OK_hand:|5|4|Rio de Janeiro, Brasil|10/20/2017 13:39:26|6
FabricioGemada|Cheguei atrasadão no trabalho|3|5|Rio de Janeiro, Brasil|10/20/2017 13:14:10|6
FabricioGemada|Estou atrasadão :anguished_face::anguished_face:|2|6|Rio de Janeiro, Brasil|10/20/2017 12:41:35|6
FabricioGemada|Bom diaa|4|2|Rio de Janeiro, Brasil|10/20/2017 12:41:34|6
FabricioGemada|Vou dormi estou de saco cheio já de certas pessoas :angry_face::victory_hand:|2|5|Rio de Janeiro, Brasil|10/20/2017 2:29:46|6
FabricioGemada|Doideira|4|6|Rio de Janeiro, Brasil|10/20/2017 2:28:17|6
FabricioGemada|Mas amanhã eu trabalho ossada|3|2|Rio de Janeiro, Brasil|10/20/2017 2:19:48|6
FabricioGemada|Queria está no BarraMusic agora|3|3|Rio de Janeiro, Brasil|10/20/2017 2:19:33|6
FabricioGemada|Estou jantando|5|2|Rio de Janeiro, Brasil|10/20/2017 1:46:44|6
FabricioGemada|Ta maior calor pqp|3|4|Rio de Janeiro, Brasil|10/20/2017 1:43:47|6
FabricioGemada|Ganhei uma oração tô tranquilo agr :two_hearts:|5|5|Rio de Janeiro, Brasil|10/20/2017 0:50:19|6
FabricioGemada|Estou assistindo a novela|5|3|Rio de Janeiro, Brasil|10/19/2017 23:57:55|5
FabricioGemada|Tô cheio de fome|3|4|Rio de Janeiro, Brasil|10/19/2017 23:50:29|5
FabricioGemada|Esse BarraMusic hj vai bomba|5|4|Rio de Janeiro, Brasil|10/19/2017 23:11:34|5
FabricioGemada|To tomando uma cerva com os cria na tb|5|4|Rio de Janeiro, Brasil|10/19/2017 22:35:44|5
FabricioGemada|Só uma praia agora a noite namoral|6|6|Rio de Janeiro, Brasil|10/19/2017 22:12:25|5
FabricioGemada|Tô cheirosinho na quele pique :OK_hand::smiling_face_with_heart-eyes:|6|5|Rio de Janeiro, Brasil|10/19/2017 21:59:28|5
FabricioGemada|Tô partindo pra casa|5|4|Rio de Janeiro, Brasil|10/19/2017 20:58:00|5
FabricioGemada|Acabei de almoçar tô satisfeito|5|4|Rio de Janeiro, Brasil|10/19/2017 17:12:39|5
FabricioGemada|Mas tarde vou na igreja sem falta|5|3|Rio de Janeiro, Brasil|10/19/2017 16:56:11|5
FabricioGemada|Vou da uma almoçada agr|5|2|Rio de Janeiro, Brasil|10/19/2017 16:18:27|5
FabricioGemada|Se eu não te procuro a gente nem se fala to vivendo tão distante do seu mundo :musical_notes::musical_notes:|4|1|Rio de Janeiro, Brasil|10/19/2017 16:16:37|5
FabricioGemada|Cansei de farra Curtir a madrugada Beijar na boca só pra me satisfazer :musical_notes::musical_notes:|4|1|Rio de Janeiro, Brasil|10/19/2017 16:07:07|5
FabricioGemada|Ainda bem que to no Ar-condicionado :kissing_face_with_closed_eyes::smiling_face_with_heart-eyes:|5|3|Rio de Janeiro, Brasil|10/19/2017 16:02:21|5
FabricioGemada|Carreata dos Senna quero um carro pra ir tô enjoado de moto ja|3|3|Rio de Janeiro, Brasil|10/19/2017 15:55:27|5
FabricioGemada|Escutando uns pagode pela tarde  :OK_hand::headphone:|5|4|Rio de Janeiro, Brasil|10/19/2017 15:51:50|5
FabricioGemada|Toda gostosinha e me excita :musical_notes:|4|2|Rio de Janeiro, Brasil|10/19/2017 15:50:56|5
FabricioGemada|Malandragem é poder Ficar despreocupado:musical_notes::musical_notes:|4|3|Rio de Janeiro, Brasil|10/19/2017 15:50:03|5
FabricioGemada|Quer ser minha namorada dividir um sonho novo :musical_notes::smiling_face_with_heart-eyes:|5|3|Rio de Janeiro, Brasil|10/19/2017 15:28:53|5
FabricioGemada|Bom dia :red_heart::red_heart:|5|3|Rio de Janeiro, Brasil|10/19/2017 11:03:30|5
FabricioGemada|Fuii|5|3|Rio de Janeiro, Brasil|10/19/2017 2:28:14|5
FabricioGemada|Vou da uma dormida que amanhã é dia de trampo|3|2|Rio de Janeiro, Brasil|10/19/2017 2:27:46|5
FabricioGemada|To precisando muito de ir na igreja conversa com Deus..|3|4|Rio de Janeiro, Brasil|10/19/2017 2:08:30|5
FabricioGemada|A primeira oportunidade que eu te nn vou deixa escapa :two_hearts:|5|4|Rio de Janeiro, Brasil|10/19/2017 2:02:12|5
FabricioGemada|Meu pai da aula na cozinha :OK_hand:|5|4|Rio de Janeiro, Brasil|10/19/2017 1:40:32|5
FabricioGemada|Muito ruim acorda cedo|2|5|Rio de Janeiro, Brasil|10/19/2017 1:37:46|5
FabricioGemada|Daqui a pouco vou da uma dormida|4|2|Rio de Janeiro, Brasil|10/19/2017 1:37:36|5
FabricioGemada|Tô comendo frango assado com batata :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:|6|6|Rio de Janeiro, Brasil|10/19/2017 1:19:34|5
FabricioGemada|Vontade de comer um açaí|4|4|Rio de Janeiro, Brasil|10/19/2017 1:00:05|5
FabricioGemada|Será que a bibi atirou? :thinking_face:|4|6|Rio de Janeiro, Brasil|10/18/2017 23:40:01|4
FabricioGemada|Vou toma um banho bem gelado agr :OK_hand:|5|4|Rio de Janeiro, Brasil|10/18/2017 22:07:19|4
FabricioGemada|To cansadão vou toma um banho e ir dormi|3|3|Rio de Janeiro, Brasil|10/18/2017 21:48:53|4
FabricioGemada|Estou partindo pra casa|4|2|Rio de Janeiro, Brasil|10/18/2017 21:26:23|4
FabricioGemada|Que Deus abençoe todos meus amigos do coração :red_heart:|6|4|Rio de Janeiro, Brasil|10/18/2017 16:44:10|4
FabricioGemada|Mudame Senhor mudame o meu coração :musical_notes::smiling_face_with_halo::smiling_face_with_heart-eyes:|5|3|Rio de Janeiro, Brasil|10/18/2017 16:40:52|4
FabricioGemada|Jardel meu rlk Deus é com vc mn bom :broken_heart::broken_heart:|5|4|Rio de Janeiro, Brasil|10/18/2017 16:20:35|4
FabricioGemada|Tô ouvindo uns louvores|5|1|Rio de Janeiro, Brasil|10/18/2017 16:08:24|4
FabricioGemada|Estou no horário de almoço :smiling_face_with_heart-eyes:|5|6|Rio de Janeiro, Brasil|10/18/2017 16:04:36|4
FabricioGemada|Fome reinando|3|5|Rio de Janeiro, Brasil|10/18/2017 13:29:42|4
FabricioGemada|Eu amo meu jeito bipolar|6|6|Rio de Janeiro, Brasil|10/18/2017 12:49:11|4
FabricioGemada|Meu patrão falou pra min arranja uma mulher e para de sair :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:|6|5|Rio de Janeiro, Brasil|10/18/2017 12:35:08|4
FabricioGemada|Cheguei no trampo agr|4|2|Rio de Janeiro, Brasil|10/18/2017 12:16:49|4
FabricioGemada|Meu pai  vai me leva de carro pro trabalho :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:|5|6|Rio de Janeiro, Brasil|10/18/2017 11:27:13|4
FabricioGemada|Bom dia :red_heart:|5|2|Rio de Janeiro, Brasil|10/18/2017 11:20:48|4
FabricioGemada|Fuii zZzzZ|5|1|Rio de Janeiro, Brasil|10/18/2017 4:40:06|4
FabricioGemada|Ta repreendido todo mal olhado sobre em min!!|3|5|Rio de Janeiro, Brasil|10/18/2017 4:30:47|4
FabricioGemada|Acabei de assistir uma Netflix|5|3|Rio de Janeiro, Brasil|10/18/2017 4:21:01|4
FabricioGemada|Final do ano a bruxa tá solta doido pra fazer alguma família chora .|2|5|Rio de Janeiro, Brasil|10/18/2017 2:00:32|4
FabricioGemada|Vou sair mas ñ, vou fica suave um pouco|4|2|Rio de Janeiro, Brasil|10/18/2017 1:26:34|4
FabricioGemada|Pessoa invejosa é  um cão|2|5|Rio de Janeiro, Brasil|10/17/2017 22:08:05|3
FabricioGemada|Tô boladão namoral|2|5|Rio de Janeiro, Brasil|10/17/2017 22:07:27|3
FabricioGemada|Xoo olho grande|2|5|Rio de Janeiro, Brasil|10/17/2017 22:02:50|3
FabricioGemada|Só problemas ta repreendido|2|4|Rio de Janeiro, Brasil|10/17/2017 22:02:41|3
FabricioGemada|Tô cheio de sono|3|2|Rio de Janeiro, Brasil|10/17/2017 21:37:39|3
FabricioGemada|Tô dentro do ônibus indo pra casa|4|2|Rio de Janeiro, Brasil|10/17/2017 21:30:50|3
FabricioGemada|Daqui a pouco tem que  volta|3|2|Rio de Janeiro, Brasil|10/17/2017 18:27:21|3
